en_sentence	fa_sentence	translation	variety	county	orthography	translator
so perhaps some other poor devil has been hanged for it, long since.	شاید تا حالا یک بدبختی رو جای من دار زدن.	شاید تا اسا اتا بدبخت دیگر مه جا دار بزونه	Central Mazani	Babol	Farsi	Vol_1	
lighting one from the other to the end of the chapter	با آتش هر یک که به پایان می سید	با آتیش هر کدوم تموم به	Central Mazani	Babol	Farsi	Vol_1	
I could answer that last one.	پاسخ آخری را داشتم.	آخرین جواب ره داشتمه	Central Mazani	Babol	Farsi	Vol_1	
he held out the coin to him	سکه را سوی او پیش برد	سکه ره ونه پلی بورده	Central Mazani	Babol	Farsi	Vol_1	
that they never made up their minds to any important undertaking without consulting her.	که بدون مشورت با او در هیچ مورد مهمی تصمیم نمیگیرند	هیچ کارسسه بی مشورت با وه انجام ندنه	Central Mazani	Babol	Farsi	Vol_1	
it was always the same.	نظرم همیشه همین بوده.	مه نظر همیشه همین به	Central Mazani	Babol	Farsi	Vol_1	
she had never been fully conscious of the weight and size of the drama that she had provoked	کاملاً متوجه وزن سنگین و عظمت درامی نشده بود که خودش شخصاً آن را به وجود آورده بود.	کامل متوجه نییه اون درامی که شه درست هاکرده اننه گت و عظیمه	Central Mazani	Babol	Farsi	Vol_1	
I did it, she said, sounding pleased.	گفت تمومش کردم گفت در عمق صداش شادمانی وجود داشت.	بئوته تموم هاکننه بئوته ونه صدای دله خله خشحالی دییه	Central Mazani	Babol	Farsi	Vol_1	
the monster in my head agreed.	هیولای درونم موافقت کرد.	مه هیولای دله قبول هاکرده	Central Mazani	Babol	Farsi	Vol_1	
you will readily comprehend this when you see it.	به محض روئت این یادداشت به کنه مطلب پی خواهید برد.	به محض این که یادداشت ره بدیمه ونه اصل حرف ره فهممه	Central Mazani	Babol	Farsi	Vol_1	
if an enemy, to bring them to naught	اگر دشمن بوده است کارهای او را خوار و بی مقدار نموده	چون که خاسمه وه بخره ونه سر ره بیتمه شه دست سر بشتمه	Central Mazani	Babol	Farsi	Vol_1	
to prevent looting, and to reassure the inhabitants.	جلوگیری از غارت و چپاول و آرام کردن ساکنان شهر اقدام کنند.	بخر بخر جلو ره بیرن و محله سر مردم ره آروم هاکنن	Central Mazani	Babol	Farsi	Vol_1	
all that day now seemed to him quite clear and completely solved.	او را ناراحت ساخته بود اینک در نظرش کام لا آشکار و حل شده جلوه کرد.	ونه دل ره بشکننیه اسا ونه نظر دله خار و خش نشون هدا	Central Mazani	Babol	Farsi	Vol_1	
he discovered as time went by.	او کشف کرد که زمان به سرعت در گذر است.	بفهمسه که وقت ندارمی	Central Mazani	Babol	Farsi	Vol_1	
auburn hair, and a thin, fresh	موهای خرمایی و صورتی کشیده و با طراوت	می خرمایی بادمی دیم سرحال	Central Mazani	Babol	Farsi	Vol_1	
consciousness and pleasure were likely to be more than momentary in them.	هیجان و شعف این دو نفر تمامی نداشت.	وشون ده نفره خوشحالی تمومی نداشته	Central Mazani	Babol	Farsi	Vol_1	
the horizon and disappeared behind a long narrow cloud that hung above it.	در افق ظاهر شد و دوباره در حاشیه باریک و دراز ابر سیاهی که برفراز آن معلق بود ناپدید گشت.	ونه سروکله پیدابییه ای ابردله گوم بییه	Central Mazani	Babol	Farsi	Vol_1	
for any beam of the sun of her beauty that reaches my eyes will give light to my reason and strength to my heart	همین قدر که پرتوی از خورشید او به چشمان من بتابد چنان مغز و ادراکم را روشن و جان و دلم را توان و نیرو خواهد بخشید	انه که ونه خوشگلی خورشید واری مه چش سوبیارده مه حال جابیارده	Central Mazani	Babol	Farsi	Vol_1	
I felt sure you'd like to have the latest news of her.	یقین دارم خیلی میل دارید خبری از او داشته باشید.	اطمینان دارمه خله دوس دارننی اتاخور ونه جا دارین	Central Mazani	Babol	Farsi	Vol_1	
it was me that blowed on them!	که من لوشان دادم!	من وشونه لوهدامه	Central Mazani	Babol	Farsi	Vol_1	
it is always more satisfactory to see important points written down, fairly committed to black and white.	همیشه روی کاغذ آوردن مطالب مهم بیشتر مایه رضایت خاطرست مخصوصاً که کاملاً به وضوح نگاشته شده باشد.	همیشک بنویشتن بهترازبدینه، مخصوصن اینکه شفاف بوئه	Central Mazani	Babol	Farsi	Vol_1	
when it was learned that the announcement of the pontifical visit had been a lie spread by the government	مطلع شده بودند که اعلام سفر پاپ اعظم صرفاً دروغی ساخته دولت بود	خور دار بینه درمورد پاپ سفر دولت درو بائته	Central Mazani	Babol	Farsi	Vol_1	
I need me a grubstake.	کاش یک نفر پول و تجهیزات در اختیارم بگذارد و در عوض شریکم بشود.	اتاشریک خاممه	Central Mazani	Babol	Farsi	Vol_1	
the pads of his palms bulged	که عضلات کف دستش بیرون زده بود .	ونه دس ماهیچه بیرون بزو	Central Mazani	Babol	Farsi	Vol_1	
a flood of emotions surged up in him	سیلی از هیجان و احساس	خله خشحالی کرده	Central Mazani	Babol	Farsi	Vol_1	
I'm going to have to try to wash it out.	باید با آب درش ون بیارم .	اوئه جا ونه وه ره دربیارم	Central Mazani	Babol	Farsi	Vol_1	
I feel them, and act them.	اشعار من عبارتند از عمل و احساسات.	هم احساس کممه هم عمل دارمه	Central Mazani	Babol	Farsi	Vol_1	
which she had erected in her thought for a sign of perfect competency in the business of living.	همان آرامش فکری که از نظر همسرش نشانه کفایت کامل شوهرش در زندگی کردن بود.	همونتا راحتی زناپلی اتی بیه که خار مردی دارنه	Central Mazani	Babol	Farsi	Vol_1	
lacerate her with the performance.	لاسش را جلو او بزند	ونه جاحال هکنه	Central Mazani	Babol	Farsi	Vol_1	
felt at the foreshadowing of success an almost boundless affection for his two helpers, for these two young people from over the sea.	در آستانه پیروزی نسبت به دو نفری که کمکش کرده بودند مهر و محبتی بی نهایت احساس میکرد نسبت به این دو جوان در آن سوی اقیانوس.	همیتی که درحال بوردن بیه شه دل درون اون د تاجوون کهاونوردریا دیبینه ره خارحس داشته	Central Mazani	Babol	Farsi	Vol_1	
but anger had got the better of rhetoric.	ولی خشم و عصبانیت بر فصاحت کلام چیره شده بود.	ونه خشم ویشتربیه تادرس حرف بزوئن	Central Mazani	Babol	Farsi	Vol_1	
he laughs at your committee because it's the old way and the old ways are his ways	شما میخنده چون کمیته از اون به کمیته ابتکارات او نه.	شما ر خنده زن نه چون شه قدیمی هسسه	Central Mazani	Babol	Farsi	Vol_1	
in tones of bewilderment, despair, resignation.	صدایش سردرگم و ناامید و سپر انداخته بود.	ونه ونگ و وا آدمه گج کرده	Central Mazani	Babol	Farsi	Vol_1	
I owns mysef, en I's wuth eight hund'd dollars.	منالان صاحب خودمم که هشتصد دلار قیمت شه.	من الان شه اختیاره دارمه مه قیمت 800 دلارهسسه	Central Mazani	Babol	Farsi	Vol_1	
his big hands clutching her by the arm so violently that red marks were left from the bracelet he was squeezing	آن گاه با انگشتان بزرگش چنان دست آنا را محکم فشرد که دستبند او مچ دستش را قرمز کرد.	انتی شه گت دست جا انا دست فشارهدا که ونه دستبند مال دکته	Central Mazani	Babol	Farsi	Vol_1	
he kept saying to himself that unless she would permit him to her room	دائما به خود گفت که اگر ربرتا به آن اتاق راهش ندهد	همیتی شه خوه گته بجز و هیچکسه راه نده اتاق درون	Central Mazani	Babol	Farsi	Vol_1	
then lay on their oars.	بعد به پارو زدن مشغول شدند.	مشغول پاروبزوئن بینه	Central Mazani	Babol	Farsi	Vol_1	
I am afraid I liked him none the better for that	شاید تنفرم به همین علت افزون شد.	گمون کمه همین تا وسسه مه نفرت ویشتربییه	Central Mazani	Babol	Farsi	Vol_1	
this time acting a werewolf.	این بار نقش یک گرگینه را بازی کرد.	این کش گرگینه نقش ر بازی کرده	Central Mazani	Babol	Farsi	Vol_1	
there's a haystack	هاه نگاه کن این خرمن کاهه.	اینتا کاه دسته ره هارش	Central Mazani	Babol	Farsi	Vol_1	
I might make something out of this if I handled it properly.	فکر کردم شاید چیزی نصیبم شود	من فکرهکردمه بلکه اته چی مه گیربییه	Central Mazani	Babol	Farsi	Vol_1	
I was nearly shouting to you,	زیرا نزدیک بود ترا با فریاد صدا زنم.	نزدیک بیه تره بلندبلندونگ واهدم	Central Mazani	Babol	Farsi	Vol_1	
had almost dropped asleep	تقریباً به خواب رفته بود	فکرکمه باخت بیه	Central Mazani	Babol	Farsi	Vol_1	
a silent presence near my bed	ساکت و آرام در کنار تختخوابم ایستاده بود	بی چمر مه تخت پلی اس هکرده	Central Mazani	Babol	Farsi	Vol_1	
