en_sentence	kmr_sentence	translation	variety	county	orthography	translator	3332
...I love the smallest book in the world which is balanced on of my nose!	… ez ji piçûktirîn pirtûka dinyayê hez dikim ku li ser pozê min disekine!	…ez kitabê dinya yê tewr qijkekî ra hes kena ke pirnika mi ser o yo!	Standard		Kurdish	MO	
But which is the right answerGranny Pug?	Lê kîjan bersiva rast e, Dapîra Pug?	La cewabo raşt kamcîn o Dapîra Pug?	Standard		Kurdish	MO	
I love books I can sit back and read for a really long...	Ez ji pirtûkên hez dikim, ez rehetîya xwe dibînim têr dixwî---	Ez kitabanê ke ez pala xo dana û demêko derg wazenan, înan ra hes ---..	Standard		Kurdish	MO	
To look af-ter a dog it is best wefirst un-der-stand how a dog works	Ji bo xwedîkirina segekî serê pêşîn divê em bizanin bê nava segekî	Seba weyeker-dişê kutikî verê ma ga-nî bizanê mezgê kutikî senî	Standard		Kurdish	MO	
And if the baddies are giants?	Eger dijminên te hût bin?	Û eke dişmenê to dewî bê?	Standard		Kurdish	MO	
Oooo, can I have a go?	Waa? Ez biceribînim?	Oooo, ez eşkena bicerebna?	Standard		Kurdish	MO	
It's on of a stick?	Ew pir sar e?	Uca zaf ser do?	Standard		Kurdish	MO	
This is the final puzzle boys – but there s only one minute left!	Ev tiştanoka dawî ye, xortino – û bi tenê deqîqeyeka we maye!	Na çibenoka vatişî ya peyên a - la tena yew deqaya şima menda!	Standard		Kurdish	MO	
Who will be played by Susanna.	Nexwe bila Suzana wê bilîze.	Wa Suzana aye kay bikera.	Standard		Kurdish	MO	
Acting?	Dilîzî?	Kay kenî?	Standard		Kurdish	MO	
Dog! Dog! Look at me. I'm shining more floor than....	Seg! Seg! Li min binêre. Ez dikim ku erd pir bib…	Kutik! Kutik! Biewnî mi ra. Ez hîna zaf erdî berqnena...	Standard		Kurdish	MO	
Happy Doggy Biscuit Day Dog!	Roja Biskiwîtên Segan pîroz be!	Roja Biskuwîtanê Kutikan pîroz bo Kutik!	Standard		Kurdish	MO	
It could be a minute or an hour orall night.	Belkî gaveka din were, lê belkî îşev neyê.	Belkî yew deqa, yan yew saete, yan zî pêroyê şewe.	Standard		Kurdish	MO	
Where is that Little Red RidingHood? Ooh. I love pizza.	Ka ew keçika bi navê Kûmsorê? Ooo! Pîza pir xweş e.	Koti de ya a ŞalSure? Ooo! Pîzza zaf weş a.	Standard		Kurdish	MO	
Would you like to take my factorytour? It's about to start.	Hûn dixwazin li fabrîkaya min bigerin? Ew dê niha vebe.	Şima wazenê fabrîkaya mi ra bigêrê? o nika abîyo.	Standard		Kurdish	MO	
Oh no. That s not a bit like Dog.	Weyla. Ew zêde naşibe Segî.	Ax nê. No qet nêmaneno Kutikî.	Standard		Kurdish	MO	
I hope Snarks aren’t scary.	Hêvîdar im ne tirsnak be.	Hêvî kena ke tersnokin nêbo!	Standard		Kurdish	MO	
The longest beard. The heaviest turnip.	Riha herî dirêj. Şêlima herî giran.	Erdîşa tewr derge. Şerbeto Tewr giran.	Standard		Kurdish	MO	
Once upon a time there was a placewhere animals of all shapes and sizes lived together	Hebû tune bû. Deverek hebû. Li wê deverê ajelên curbicur bi hev ra diman!	wextê wextan de cayêk est bi ke tede heywanî bi her şekil û tewiw-tewir pîya ciwîyayêne	Standard		Kurdish	MO	
And for my next trick	Û niha jî lîstikeka din… Hii?	Û nika hîleya min a bîne	Standard		Kurdish	MO	
Pug, do you think...	Pug, tu dikarî…	Pug, ti şenî…	Standard		Kurdish	MO	
I swears on this picture of me dearold mum, one day I ll be captain.	Ez li ser wêneyê dayîka xwe sond dixwim, rojekê ez dê bibim kaptan.	Ez bi nê resimê maya xo ya delale sond wena, rojêk ez do biba kaptan.	Standard		Kurdish	MO	
Assistancing is what we do.	Em ji bo alîkarîyê hene.	hetkarî karê ma yo eslî yo.	Standard		Kurdish	MO	
I was sitting on it all the time!	Himm. Ah. Ooo! Aha! (kenîn) Ez li ser pênûsê rûniştime!	Hmm. Ah. Ooo! Aha! (huyayîş) Ez heta nika aye ser o ronişte bîya!	Standard		Kurdish	MO	
But I was soooooooo lonely. So veryvery very...	Lê ez pir tenêêêêêêê bûm. Pir pir pir pir…	La ez zaaaaaaf tena bîya. Zaf zaf zaf...	Standard		Kurdish	MO	
And never were lonely again The end.	Û ew careka din tenê nema. Dawî	Û êdî qet tena nêmendî Peynî	Standard		Kurdish	MO	
That is my new favourite book! And it showed me lots about putting on a show - not being a show off.	Min ji wê pirtûkê pir hez kir. Wê li ser pêşkêşkirina lîstikeka bi nefsbiçûkî gelek tişt hînî min kirin.	No kitab, kitabê min o favorî yo! Û ey zaf çî mi rê musnayî derheqê amadekerdiş û nîşandayîşê yew kayî de -.	Standard		Kurdish	MO	
Out of bounds Tina?	Tu hîleyan dikî, Tîna?	Ti teber ra şinî Tina?	Standard		Kurdish	MO	
Granny s Book of Records.	Pirtûka Dapîrê ya Rekoran e.	Kitabê Dapîre yê Rekoran o.	Standard		Kurdish	MO	
No. Those are MY tyre tracks. I didall the work. I'm the best worker who ever worked work ever!	Erê. Ew şopên tekerên min in. Min hemû kar kir. Ez karkerê herî baş yê vê qada lêkirinê me!	Ney. Nê şopê tekerananê Min ê. MI heme kar kerd. Ez xebatkaro tewr baş a ke tîya de xebitîno!	Standard		Kurdish	MO	
To the wheelie ladder Dog?	Em herin ser nêrdewanê, Seg?	Ma şirê nêrdîwane ser o Kutik?	Standard		Kurdish	MO	
Dog, I think they remembered the wrong bit of the story!	Seg, bi min alîyê çîrokê yê xerab di bîra wan de maye!	Kutik, ez vana ke înan parçeyê hîkaye yo xelet ardo xo vîrî!	Standard		Kurdish	MO	
Would you like to be in my play?	Hûn dixwazin bikevin lîstika min?	Şima wazenê kayê mi de kay bikê?	Standard		Kurdish	MO	
We are bats.	Em şevşevok in.	Ma şewşewik ê.	Standard		Kurdish	MO	
Oh yes. I ve never been happier slapping on the paint.	Ah erê. Ez êdî bi kêfxweşî şelpeyan li boyaxê didim.	Oh eya. Mi qet xo hende şa nêdîyo wexto ke ez boyaxî şelpnena.	Standard		Kurdish	MO	
Aah Isn t it a bit chilly at The North Pole?	Ê ma Cemsera Bakur zêde ne sar e?	Aah Cemserê Vakurî tay serd nîyo?	Standard		Kurdish	MO	
Thank you for the yummy lunch.	Em jî ji bo wê xwarina xweş spas dikim.	Sipas kena seba ê werdanê lezîzan.	Standard		Kurdish	MO	
Bye.	Oxir be.	baay.	Standard		Kurdish	MO	
A round table? I wanted fire and flame, not furniture!	Maseyeka gilover? Min agir û pêt xwastin, ne mase!	Yew masaya gilovere? Mi adir û kil waştêne, mobîlya ney!	Standard		Kurdish	MO	
Bow-Wowzer!	Bijî. Cereyan hat!	Haw-hawzer!	Standard		Kurdish	MO	
Bow-Wowzer! I feel a lullaby coming on.	Li vê ecêbê! Dengê lorîkekê tê guhê min.	Hela na ecêbe! deyîra hewnî yena goşê mi.	Standard		Kurdish	MO	
I did come Pug.	Ez hatim, Pug.	Ez ameya Pug.	Standard		Kurdish	MO	
It's like I ve never been away.	Wekî ku ez ji vir qet neçûme.	Seke ez qet tîya ra nêşîya.	Standard		Kurdish	MO	
Wow-bowzer. Now I see. You were just protecting your pyramid and your mummies! And there was I drawing a map so more people could come and disturb you.	Erê, rast e. Min fam kir. Hûn bi tenê dixwazin pîramîd û mûmyayên xwe biparêzin! Eger ez nexşeya vir xêz bikim, bêhtir mirov dê werin û we aciz bikin.	Waweylê. Nika ez vînena. Şima tena pîramîd û mumyayanê xo pawenê! Ez zî tîya de yew xerîta virazena ke hîna zaf merdimî bêrê û şima aciz bikerê.	Standard		Kurdish	MO	
It means Two-Beards takes over theship and runs it better.	Yanî Du Rihî dê keştîyê bi dest bixe û wê baştir bi rê ve bibe.	Yanî, Di-Erdîşin dest nano keştî ser û aye ra hîna weş îdare keno.	Standard		Kurdish	MO	
Oh ..If only I could persuade Cow to jump. But she s very nervous.	Off... Xwezî min bikarîya Çêlekê bidim qevastin. Lê ew pir ditirse.	Oh... Eke mi bieşkayêne Manga îkna bikera ke çeng bido. La a zaf tersena.	Standard		Kurdish	MO	
Thank you, Dog and Pug!	Spas dikim, Seg û Pug!	Sipas kena, Kutik û Pug!	Standard		Kurdish	MO	
F-f-fall?	K-k-ketin?	K-k-kewtene?	Standard		Kurdish	MO	
This is a book all about a..	Ev pirtûk di derheqê her tiştê…	No kitab derheqê her çîyê ke…	Standard		Kurdish	MO	
The Great Spelling Contest .	Pêşbirka Mezin ya Sêhrbazîyê ye.	Musabeqaya Girde ya Sêhrbazîye yo.	Standard		Kurdish	MO	
Really?	Bi rastî?	Raşta?	Standard		Kurdish	MO	
I can see you clearly, Pug.	Ez te baş dibînim, Pug.	Ez to zaf baş vînena, Pug.	Standard		Kurdish	MO	
I will not look.. Err DOWN!	Ez li jêr… hii nanêrim!	Ez do nêewnîya... Err WAR!	Standard		Kurdish	MO	
How did you do that Pug?	Te ew yek çawa kir, Pug?	To no senî kerd, Pug?	Standard		Kurdish	MO	
Arrgh. Run !	Wîîî! Birevin!	Ax. Biremê!	Standard		Kurdish	MO	
Dog, I really think I saw a something over there!	Seg, ez bi rastî dibêjim qey min li wir tiştek dît!	Kutik, ez raşta zî vana qey mi uca de çîyêk dî!	Standard		Kurdish	MO	
She may have said it first.	Dibe ku pêşî wê gotibe. Ihim!	Belkî verê cû aye vato. Ihim!	Standard		Kurdish	MO	
We ve come to save you, Granny Pug!	Em hatin te xelas bikim, Dapîra Pug!	Ma ameyê ke to xelas bikerê, Dapîra Pug!	Standard		Kurdish	MO	
We may be able to help you there.	Belkî em bikarin alî te bikin.	Belkî ma eşkenê to rê hetkarî bikerê.	Standard		Kurdish	MO	
Where I can hear some jungle! Come on.	Bila dengê daristanê lê hebe! Ka werin.	Cayêkî de vengê daristanî est o! Haydê.	Standard		Kurdish	MO	
Well, batten my hatches and serve em with chips, it be Dog and Pug.	Tu li vê ecêbê! Kê digot ez dê wan dîsa bibînim? Ev Seg û Pug in.	hela na ecêbe! Kami bivatêne ke ez do reyna nînan bivîna, nê Kutik û Pug ê.	Standard		Kurdish	MO	
That s because it's having some exercise!	Ji ber ku tu mejîyê xwe pir dixebitînî!	Çunke o nika tay egzersîzan keno!	Standard		Kurdish	MO	
Oooo, like what Granny?	Ooo, tiştekê çawa, Dapîrê?	Oooo, mesela çi Dapîre?	Standard		Kurdish	MO	
(LAUGHING) Little Miss mucky truck?	(kenîn) Kamyonka biçûk û komîk!	(huyayîş) Xanima Qije ya Kamyona komîke?	Standard		Kurdish	MO	
Once-upon-an-Outback, many rivalracers were gathering to see who was the fastest and the best	Rojekê li Awisrtalyayê gelek pêşbaz ji bo ku bibînin bê yê lezgîntirîn kî ye pêşbirkek li dar xistibûn.	Rojêk Awusturalya de, zaf musabiqê reqîbî ameyî pêser ke bivînê kam tewr leze û tewr baş o	Standard		Kurdish	MO	
And if you put facts together you can think up new ideas!	Û eger tu rastîyan bidî hev, tu dikarî rastîyên nû çêbikî!	Û eke ti rastîyan pê bîyarî, ti eşkenî fikranê neweyan biafirnenî!	Standard		Kurdish	MO	
Wow-bowzer!	Li vê ecêbê!	Hela na ecêbe!	Standard		Kurdish	MO	
How curious.	Himm! Li vê ecêbê!	Hela, no zaf ecêb o!	Standard		Kurdish	MO	
Perhaps we could help you find them?	Em ji bo peydakirina wan alî te bikin?	Ma şênê to rê hetkarî bikerê ke înan bivînê?	Standard		Kurdish	MO	
And then there was the time I defeated a band of robbers- with a feather!	Û hingê min şerê komeka şêlankaran kir û ew têk birin – bi perîkekê!	Û o wext tam uca de mi zorê yew grûba talankeran berd - bi yew perî!	Standard		Kurdish	MO	
Trim the sails! Raise the anchor!	Bavanan vekin! Lengeran rakin!	Vayinan akere! Lengeran wedare!	Standard		Kurdish	MO	
Five pairs of what?	Pênc ferên çi?	Panc cutê çi?	Standard		Kurdish	MO	
Dog! Dog! Something very strange has happened to my new recipe book!	Seg! Seg! Tiştekê pir ecêb bi pirtûka min ya nû ya tarîfên xwarînê hatîye!	Kutik! Kutik! Çîyêko zaf ecêb ameyo kitabê mi yê tarîfê werdan ê neweyî ser o!	Standard		Kurdish	MO	
In The City ... A Town Called Malice ..Aah. Going Underground.	Li bajêr … Bajarokê bi Navê Malîs … Aha! Çûyîna Binê Erdê.	Bajar de ... Şaristanê Maliceî ... Aha. Şîyayîşê Binê Erdî.	Standard		Kurdish	MO	
This is the greatest day of my life.	Ev roja herî xweş ya jîyana min e.	Na roja tewr weşe ya cuya min a.	Standard		Kurdish	MO	
I'm making a new swimming pool.	Ez hewzekê avê yê nû çêdikim.	Ez yew hewzê awe yo newe virazena.	Standard		Kurdish	MO	
Found it!	Min dît!	Mi dî!	Standard		Kurdish	MO	
Leave it to me Dog!	Ez dê hel bikim, Seg!	Bide mi Kutik!	Standard		Kurdish	MO	
Oh, that s not much help.	Hiihii! Min tiştek fam nekir.	Oh, na zaf hetkarî nêkena.	Standard		Kurdish	MO	
Certainly Dog...How about this one?	Helbet Seg… Ev pel çawa ye?	Helbet Kutik... No pel senîn o?	Standard		Kurdish	MO	
Hello I'm Dog and this is Pug.	Silav, ez Seg im û ev jî Pug e.	Merheba ez Kutik a û no zî Pug o.	Standard		Kurdish	MO	
That s very good Pug. I do enjoy apepperoni pizza.	Pir xweşik e, Pug. Ez ji pîzaya bisalam hez dikim.	No zaf weş o Pug. Ez raşta zî pizzaya peperonî ra hes kena.	Standard		Kurdish	MO	
Come back Dog!	Were vir, Seg!	Peyser bê Kutik!	Standard		Kurdish	MO	
And you meddled with my map Tina?	Te jî bi nexşeya min lîst, Tîna?	To zî xerîtaya mi xirabnaye Tina?	Standard		Kurdish	MO	
Well done everybody.	Sihet xweş, hevalino.	Aferim herkesî rê.	Standard		Kurdish	MO	
This is my new favourite book!	Min ji wê pirtûkê pir hez kir!	No kitabê min o favorî yo newe yo!	Standard		Kurdish	MO	
We re in the middle of anotherwonderful summer Pug.	Em di nivê havîneka din ya xweş da ne, Pug.	Ma mîyanê yewna hamnanê weşî de yê Pug.	Standard		Kurdish	MO	
That is my new favourite book.	Min ji wê pirtûkê pir hez kir.	No kitabê min o favorî yo newe yo	Standard		Kurdish	MO	
Never mind the hot dogs, Big BadWolf...	Dev ji sosîsan berde, Gurê Xerab….	Sosîsan xo vîr ra bike, Vergo Girdo Xirabin...	Standard		Kurdish	MO	
Uh-Oh	Uh-Oh	Uh-Oh	Standard		Kurdish	MO	
I'm a hero?	Ez leheng im?	Ez qehreman a?	Standard		Kurdish	MO	
And they ve been eaten by amonster?	Qey cinawirek gêzerên wê dixwe?	Û yew heywanêko xirab înan weno?	Standard		Kurdish	MO	
It's not just me in a cardboard box then?	Nexwe ez bi tenê nakevim nava kartonan?	Yanî ez tenya nêkewena zereyê qutîya kartoni?	Standard		Kurdish	MO	
Oh dear. I think Pug is about toput the king in the picture!	Weyla. Ez dibêjim qey Pug dê şah bixe nava wêneyî!	weylo. Ez vana Pug wazeno qralî bikero zereyê resmî!	Standard		Kurdish	MO	
I am Dog and this is Pug. But I don t think we are who you’re looking for.	Ez Seg im û ev jî Pug e. Lê min ne bawer e ku tu li me digerîyayî.	Ez Kutik a û no zî Pug o. la ez bawer nêkena ke ti ma gêrayêne.	Standard		Kurdish	MO	
Do we like corridors Dog?	Em ji korîdoran hez dikin?	Ma korîdoran ra hes kenê Kutik?	Standard		Kurdish	MO	
Far better to give King Arthur something he really needs.	Bi min tiştekî ku bêhtir bi kêrî Şah Artur were jê ra bibin.	Goreyê mi Şah Arturî rê çîyêko ke raşta zî hewce keno, biberê.	Standard		Kurdish	MO	
What!?	Hiih? (çîreçîr)	Çi!? (çîkçîk)	Standard		Kurdish	MO	
Wow.. Bow-Wowzer!	Gidî… Pir xweş e!	Wîy... Zaf weş o!	Standard		Kurdish	MO	
I wonder if Granny Pug is up there too?	Gelo Dapîra Pug jî li wê derê ye?	Ez meraq kena gelo Dapîra Pug zî uca de ya?	Standard		Kurdish	MO	
And now it is time for a treat of our own.	De îcar em jî ji xwe ra tiştekî bixwin.	Nika wext o ke ma zî xo rê çîyêk biwerê.	Standard		Kurdish	MO	
Where will we find a dragon, Dog?	Em dê ejdehayekî ji ku bînin, Seg?	Ma do ejderhayêk kotî de bivînê, Kutik?	Standard		Kurdish	MO	
Oops.	Hoop.	Oops.	Standard		Kurdish	MO	
Did. You. Know....the firstparachute jump was made by a dog!	We dizanî ku cara pêşî Kutikekî xwe bi paraşûtê avêtîye?	To zanayêne... xoeştişê paraşutî yo verên yew kutikî kerdo!	Standard		Kurdish	MO	
Perhaps we have a book in the shop that could tell us.	Dibe ku li pirtûkxaneyê pirtûkek hebe ku vê yekê ji me ra bibêje.	Belkî kitabxane de yew kitab est o ke şêno ma rê naye vajo.	Standard		Kurdish	MO	
Glad to have ye on me side mates.Let's do it!	Ez kêfxweş im ku hûn li alîyê min in. Em dest pê bikin!	Ez keyfweş a ke şima hetê mi de yê embazêne. Ma dest pêkerê!	Standard		Kurdish	MO	
That s strange. They re not here, but there is a pile of paper.	Li vê ecêbê! Ew ne li vir in, lê tomareka kaxezan li vir e.	No ecêb o. Ê tîya de nîyê, la tîya de yew loda kaxizan est a.	Standard		Kurdish	MO	
Well, Pug looks dependable... andloyal... and very VERY brave.	A rast, Pug yekî durist e… dilsoz e… û pirûpir wêrek e.	Baş o, Pug yewo dirust o... û zerrîzîz... û zaf-zaf wêrek o.	Standard		Kurdish	MO	
Cow, we think you can. All you needis practice,...	Çêlekê, bi me tu dikarî. Lê ji te ra xebat hewce ye,...	Manga, bi ma ti eşkena. To rê tena pratîk lazim o,...	Standard		Kurdish	MO	
I can make a cloud.	Ez ewrekî çêdikim.	Ez eşkena hewrêk virazî.	Standard		Kurdish	MO	
I know so.	Û wisa ye.	Û wina yo.	Standard		Kurdish	MO	
You re the one I ve been looking for!	Jixwe ez jî li yeka wekî te digerîyam!	xora ez zî kesêka sey to gêrayêne!	Standard		Kurdish	MO	
Hello. My name is Dog and this is Pug.	Silav. Navê min Seg e û ev jî Pug e.	Merheba. Nameyê mi Kutik o û no zî Pug o.	Standard		Kurdish	MO	
This is a book about two friendswho wanted to play together and it is called...	Ev pirtûk di derheqê du hevalan da ye ku dixwazin bi hev ra bilîzin û navê wê…	No yew kitab o ke derheqê di embazan de yo ke wazenê pîya kay bikerê û nameyê ey...	Standard		Kurdish	MO	
Stunning, eh Pug? We re thousandsof leagues under the seaand you re just in time to help me write a new chapter for the next edition of my book.	Xweş e, ne Pug? Em bi hezaran fersex di bin deryayê da ne û hûn jî tam di dema nivîsîna beşeka nû ya pirtûka min da hatin alîkarîyê.	Weş o, nê Pug? Ma hezaran fersexî binê deryayî de yê û şima tam wextê nuştişê beşêko newe yê kitabê mi de ameyî hetkarî.	Standard		Kurdish	MO	
That s the mouth that never says a nice word.	Vî devî tu caran gotineka xweş negot.	nê fekî ra qet yew çekuya weşe nêvejîyaye.	Standard		Kurdish	MO	
I don t know Dog, but it does look fun.	Ez nizanim Kutik, lê ew xweş xuya dibe.	Ez nêzana Kutik, la o aseno ke zaf weş o.	Standard		Kurdish	MO	
(SIGHS) I spent ages making that!	(bêhneka kûr) Çêkirina wê zehmetîyeka mezin bû.	(AHH ANCENO) Mi zaf wext vîyarna ke o viraşt!	Standard		Kurdish	MO	
Then we must think of another. But let s not stand on the top ofthis hill again.	Nexwe em li tiştekî din bifikirin. Lê vê carê em dê li ser vî girî nesekinin.	Eke winî yo ma ganî yewna çî bifikirîyê. La ma reyna serê nê girî de nêvinderê.	Standard		Kurdish	MO	
I smell an adventure Pug. This way.	Bêhna macerayekê tê, Pug. Ka were.	Ez boya yew macera gêna Pug. Nê hetî ra.	Standard		Kurdish	MO	
Pilates.. Pyrotechnics.. PIRATES!	Himm… Korbûn… Koremar… Aha! Korsan!	Hmm... Pilates... Piroteknik... AHA! KORSANÎ!	Standard		Kurdish	MO	
But if people enjoy it...	Lê kêfa herkesî jê ra hat…	La eke merdimî keyf kenê pê...	Standard		Kurdish	MO	
Hello. I'm Dog and this is Pug.We re so sorry for waking you.	Silav. Ez Seg im û ev jî Pug e. Bibexşîne, me tu hişyar kirî.	Merheba. Ez Kutik a û no zî Pug o. Ef bike ma ti heşar kerda.	Standard		Kurdish	MO	
