نمایشت و رفتارؽ که ترسته بۊ تۉس نه تاحتی مؽن دل مخِرا بڤَنه.	a spectacle and demeanour to strike terror into temerity itself.	the expression of his deeds, and the way he sat in the bows.
یو کلیت حل ماما هڌه.	that's the solution of the mystery!	that's all I hear of his making.
بؽشتر ز هزار رۊبل ز پیللسوݩ ز دئسل هو گوڌشت بی.	more than one thousand rubles of their money had passed through his hands.	why not many thousands of rubles had passed his left hand?
وا حڌۊڌ ده سال گوڌشته بۊ ز مۉسڤی که شوݩ ڤه شون یکؽ ز دورگلوم قڌم زیڌوم.	it must be quite ten years since I walked side by side with one of my girls.	it was ten years to day since I remembered that day when I had one knight errant already.
غلوه بیمار بی که ترسته بۊ دڌۊسه دۊس داشته بۊ.	too sick to love his sister.	she was too ill that to be drawn into argument.
پیائی نه دیڌ که ز درتا طڤقه دوم هی إنیَشت ڤه در، طئرؽ که تا سینس دیار بی.	descried a man looking out of a door, breast high, on the second story.	she saw him walk down the dark staircase and disappear behind a long, hairy face to his breast.
یو که هو قرار بی رئیس بۊ.	that he was to be a boss!	which was to be the chief of staff
چیؽ که مؽن ئی دوینا سیم مقڌس‌تر هڌه، یعنؽ دام.	that is most sacred to me in the world, namely, by my mother	I gave him the same dose as the others in the world.
درجا وَیڌ مؽن تۊ	burst into the room	stayed in the gloom of the damp stable.
اوسو که اؽبۊ بگوی گشت لؽوه وابیڌومه	when I am almost crazy.	when I was already on sufficiently intimate terms with him
چندؽ زی إری پیا خیف	how you do gallop on, my good man!	how much a guy can remember.
فقط خۊ بنیَر ڤه هو تا بڤینی که راس إگوم	only look at her well and thou wilt see I am telling the truth.	you will only have to look at it with the greatest impatience not that you are worth it.
منی ئی فرگ نه تی خوم کردوم که مو هی إمیروم	as if'the thought passed through my mind'I were dying too.	I have made up my mind to you that I am dead.
وا گیزی نیَشتوم سر ڤه بالا	I looked up in confusion.	I sat up on my face with a haze of brilliant red
نترئس بی که هو نه ز بؽ حالی و بؽ نائی دراره.	had failed to rouse him from his lethargy.	he could not bear to think that he might be left lying down and alone
ٱر هونوݩ بخون رن، مو نتروم حرفی زنوم	I can't say nothin' if they want to go	I won't be able to talk about it if they hear me.
اؽما هو نه مؽن هونه ول کردیم	we had left him behind us	but we left him in the desert.
ولؽ جوریَت نڌاره که حرفسه تموم کونه.	but hasn't the heart to finish.	but not daring, to finish speaking
بؽ هو که نفسؽ چاق کونه	without even taking a breath.	breathing without drawing his light.
وا ئی غال‌بلیل مو حتی‌ نتروم صڌای خاگ نه بیَشنوم.	I won't even be able to hear the egg over this lot.	I can't even tell the upturned boat.
حتی من سند پیری هم وا فرگل کله‌پرته خوس ٱنگال بی	not even with the most desperate act of her old age	even in her mind, she was old enough to be held in bed
گاشڌ رنڳوم چی پۊشنوم إسپؽڌ وابیڌه بی.	I am sure I must have been as white as my gown.	probably this basket with pink paint.
زس تشکر که سیس.	thanked him for it.	thank you for the honor you have done me
و بؽ هیچ تفیلؽ لغڌی زیڌ سر رونس	needlessly kicking it in the groin	they had gone away without any order.
خو چطۉ تری مو نه بۊئشخؽ؟	so how can you forgive?	how did he justify me in her eyes?
مو هیچ چی نه ٱماڌه نکردوم بی.	I haven't prepared anything.	I was not half afraid at the time of its being so,
مو هم مؽن دوینا ڤه شوئرت باورنکردنی رسستوم.	that I have won incredible fame throughout the universe	I was not disappointed either in the world
غلوه ز اؽسا مڌمۊن هڌوم	banker, advancing towards him with the check.	I am more than you are
ز روشتی که هو مو نه تهله‌خار إکرد بڌوم إؽویڌ.	I hated the way he teased me	I saw you had one knight errant already.
لازوم هڌه که مو‌ نه ڤه دئوتی تو دئوت کونه.	he ought to invite me to your wedding	I am compelled to comply with his daughter.
اؽما هم قڌم ڤه ڤڌم ڤه دینس إریم.	so, at her own pace, we will follow her.	we're all wearing ours
یونوݩ جوندارلی اۉره‌ئی‌بر بیڌن که ری آڌوم تسلط داشتن	fearful beasts which were above man.	it was at such points that the whole surveying camp were effaced.
یه پا متده ڤه زمین، هو نه گرئڌ.	a foot from the ground he caught it	stepping barefooted and straight as an arrow, with braids of raven hair.
سی که هنی شرۊع نکردنه ڤه خار کردنت؟	since they haven't begun to worry you?	that is because you have not yet killed orforgot which?
مر یو که ڤه مو قۉل بڌه که ز حرفل مو نرنجه	unless he would give me his word and honour that he would not be offended	that he was condescending when he noticed them at all.
ڤه گشت هونوݩ مَهَت داڌه وابیڌه بی.	they were all helped	was an ass covered with all
وا سی گوڌردنؽڌن زنده‌یی روِن ڤه دریا	should take to the sea for a livelihood!	to set forth the valour of my own dear countrymen
هو کوپؽ شیر و دۉرین نون‌ نه وورڌاشت	he withdrew the cup of milk and the plate of bread.	he carried a load of milk and two of boilants.
که شاه اؽسا هڌیه داڌس ڤه هو.	which your emperor presented hiM	that the king of them now gave him a sort of promise according to what he turns out.
عباسه کشی‌ بی ری سرس	her robes pulled up over her head.	his hair in an uproar of the sandpaper
اؽما اؽویڌیم و تو نه اینیَشتیم	we'd come and watch you.	we came to the rescue, and we made for you.
یو عجله‌ی اؽما نه بؽشتر إکرد	this increased our haste	the bastard kicked me out in such a hurry.
ٱفسرؽ که ویڌ ڤه هونس تا زس یه ملکه راس کونه	the officer who came to get her at her house to make her a queen	when he came to that room to make room for a queen of honor.
إگوم: نۉنوم و نوفتومه إخارنوم	I don't know, I say, rubbing my nose.	I say, I can't, and I didn't.
ٱر ز نهاتر تصمیم إگرئڌ که واقعیت نه ڤه هونوݩ إلقا کونه	if beforehand he chose to impress on them the fact	nevertheless, make up her mind to renounce the fact to others, sir
مو درخاس آزاڌی کرڌوم	I demanded my release.	I asked for leave of you.
سی که هو هرگش ئی دۉربال نبی	because he was hardly every around	for he never had that diamond.
هو درجا نیَشت ڤه إمضا	she immediately looked at the signature.	he sank into the depths of his heart
مرگوڌوم تروم ٱنجومس بڌوم	I thought I could pull through.	I have done all this mortal time.
نه کارشناسله نه إخوم نه هم إخوم که بیام بوینومت	I do not wish for experts, not I, nor to go to see you.	I know neither the skills nor the skills of men to be brought to converse with them.
طئری که هو اینیَره ڤه هو نه خشوم نیا	I don't like the way he looks at her.	I don't recall that she is so disagreeable to him.
ڤه گشتن نۉاومڌانس ڤه دینس، مؽن آسمونل و زمین ٱڌامه داڌ.	for whom she continued her hopeless search in heaven and on earth	it looked up at the wheeling stars in the vast sky.
ولؽ یو درجا ترسلومه بیار که.	but it instantly awoke my fears.	but by far I was afraid
په هو ڤه شڌت زس شکت ٱوی بی	then he was sick to death of it	he seemed to enter deliberately on the subject.
چن صڌ متر ڤه بال دوئن جَئڌه بجه و واس، نفس‌نفس‌زن	run about a hundred yards down the road and stop, panting.	a hundred feet wide, and above two hundred high, lying in a bed twenty yards wide.
هونوݩ ڤه بال جاگه‌ی مشخص وابیڌه هَلمت بوردن.	they raced to the point.	they flew into the palms of their hands
مو سۊری همه ایبۊم، اؽچو	I'll miss everyone here.	I should be the clergyman, here.
هنی هم گمونوم که ڤه هو ضربه خرد بی.	yet it seemed he had only tapped it.	as if the self confidence of the gathering had been staggered by a blow.
فندک برقی نه که یه هفته بی تیس ڤه دینس بی نه اٛستَیڌ.	bought the electric cigar lighter whichhe had coveted for a week.	then the lightning streamed down the back of the room for a week.
چه چیی واقعا یه دیسه‌یی این هو بی؟	what did really once belong to him	was that what he really had was.
گورس جۊر بت ٱۉی راس وابیڌه بی	her prow was fashioned like a swan	but all in a somewhat decayed condition
مراؽگوڌوم مو اٛتفاق موهمؽ نبیڌوم	I supposed I was not a major event.	I didn't much care for it.
