نمایشت و رفتارؽ که ترسته بۊ تۉس نه تاحتی مؽن دل مخِرا بڤَنه.	a spectacle and demeanour to strike terror into temerity itself.	the manner in which he had feared to be compared with the manner in which he had feared to be compared with the manner in which he had feared to be compared with the manner in which he had feared to be compared with the manner in which he had feared to be compared with the manner in which he had feared to be compared with the manner in which he had feared to be compared with the manner in which he had feared to be compared with the manner in which he had feared to be compared with the manner in which he had feared to be compared with the manner in which he had
یو کلیت حل ماما هڌه.	that's the solution of the mystery!	that is the master's motto.
بؽشتر ز هزار رۊبل ز پیللسوݩ ز دئسل هو گوڌشت بی.	more than one thousand rubles of their money had passed through his hands.	more than a thousand roubles had been withdrawn from his pocket.
وا حڌۊڌ ده سال گوڌشته بۊ ز مۉسڤی که شوݩ ڤه شون یکؽ ز دورگلوم قڌم زیڌوم.	it must be quite ten years since I walked side by side with one of my girls.	I was nearly ten years old when I married one of the natives.
غلوه بیمار بی که ترسته بۊ دڌۊسه دۊس داشته بۊ.	too sick to love his sister.	he was so ill that he was afraid to ask her to marry him.
پیائی نه دیڌ که ز درتا طڤقه دوم هی إنیَشت ڤه در، طئرؽ که تا سینس دیار بی.	descried a man looking out of a door, breast high, on the second story.	he saw a man approaching from the door on the second floor, so that it was plain to him.
یو که هو قرار بی رئیس بۊ.	that he was to be a boss!	who was supposed to be the boss.
چیؽ که مؽن ئی دوینا سیم مقڌس‌تر هڌه، یعنؽ دام.	that is most sacred to me in the world, namely, by my mother	I gave him what was most precious to him in this world.
درجا وَیڌ مؽن تۊ	burst into the room	I'll tell you where.
اوسو که اؽبۊ بگوی گشت لؽوه وابیڌومه	when I am almost crazy.	I've run quite out of it, if you ask me.
چندؽ زی إری پیا خیف	how you do gallop on, my good man!	how many a nice man there is
فقط خۊ بنیَر ڤه هو تا بڤینی که راس إگوم	only look at her well and thou wilt see I am telling the truth.	just sit down with her and see if I'm all right.
منی ئی فرگ نه تی خوم کردوم که مو هی إمیروم	as if'the thought passed through my mind'I were dying too.	I gave you the impression that I was going to die.
وا گیزی نیَشتوم سر ڤه بالا	I looked up in confusion.	I sat up on my elbow.
نترئس بی که هو نه ز بؽ حالی و بؽ نائی دراره.	had failed to rouse him from his lethargy.	he had no fear of losing her health.
ٱر هونوݩ بخون رن، مو نتروم حرفی زنوم	I can't say nothin' if they want to go	I can't talk to you if you read them.
اؽما هو نه مؽن هونه ول کردیم	we had left him behind us	we left him alone.
ولؽ جوریَت نڌاره که حرفسه تموم کونه.	but hasn't the heart to finish.	but there's no way he's going to finish.
بؽ هو که نفسؽ چاق کونه	without even taking a breath.	it was she who took the deep breath.
وا ئی غال‌بلیل مو حتی‌ نتروم صڌای خاگ نه بیَشنوم.	I won't even be able to hear the egg over this lot.	I can't even hear the sound of a rattlesnake.
حتی من سند پیری هم وا فرگل کله‌پرته خوس ٱنگال بی	not even with the most desperate act of her old age	even I was old enough to wear a veil on my forehead.
گاشڌ رنڳوم چی پۊشنوم إسپؽڌ وابیڌه بی.	I am sure I must have been as white as my gown.	I wish you'd seen what I'd heard.
زس تشکر که سیس.	thanked him for it.	Thank you for being here.
و بؽ هیچ تفیلؽ لغڌی زیڌ سر رونس	needlessly kicking it in the groin	without any intermediate effort.
خو چطۉ تری مو نه بۊئشخؽ؟	so how can you forgive?	how else would you like to marry me?
مو هیچ چی نه ٱماڌه نکردوم بی.	I haven't prepared anything.	I didn't expect anything.
مو هم مؽن دوینا ڤه شوئرت باورنکردنی رسستوم.	that I have won incredible fame throughout the universe	I, too, have arrived in the world of incredible poetry.
غلوه ز اؽسا مڌمۊن هڌوم	banker, advancing towards him with the check.	I'm as mad as ever I'm going to be.
ز روشتی که هو مو نه تهله‌خار إکرد بڌوم إؽویڌ.	I hated the way he teased me	I'm sorry he insulted me.
لازوم هڌه که مو‌ نه ڤه دئوتی تو دئوت کونه.	he ought to invite me to your wedding	I need you to tell me about your daughter.
اؽما هم قڌم ڤه ڤڌم ڤه دینس إریم.	so, at her own pace, we will follow her.	I told him we were coming to dinner.
یونوݩ جوندارلی اۉره‌ئی‌بر بیڌن که ری آڌوم تسلط داشتن	fearful beasts which were above man.	joined the militia that had gained control of the region.
یه پا متده ڤه زمین، هو نه گرئڌ.	a foot from the ground he caught it	one foot on the ground, and took her.
سی که هنی شرۊع نکردنه ڤه خار کردنت؟	since they haven't begun to worry you?	who has not yet begun to scratch you?
مر یو که ڤه مو قۉل بڌه که ز حرفل مو نرنجه	unless he would give me his word and honour that he would not be offended	the sea, which was so full of me that I did not understand what I had to say.
ڤه گشت هونوݩ مَهَت داڌه وابیڌه بی.	they were all helped	had succeeded in so doing.
وا سی گوڌردنؽڌن زنده‌یی روِن ڤه دریا	should take to the sea for a livelihood!	to be buried alive in the sea.
هو کوپؽ شیر و دۉرین نون‌ نه وورڌاشت	he withdrew the cup of milk and the plate of bread.	he took a glass of milk and a loaf of bread
که شاه اؽسا هڌیه داڌس ڤه هو.	which your emperor presented hiM	which the king had just given him.
عباسه کشی‌ بی ری سرس	her robes pulled up over her head.	I'll have to keep an eye on her.
اؽما اؽویڌیم و تو نه اینیَشتیم	we'd come and watch you.	we are here and you are here
یو عجله‌ی اؽما نه بؽشتر إکرد	this increased our haste	he added in a hurry.
ٱفسرؽ که ویڌ ڤه هونس تا زس یه ملکه راس کونه	the officer who came to get her at her house to make her a queen	explaining how he had learned to dress himself as a queen.
إگوم: نۉنوم و نوفتومه إخارنوم	I don't know, I say, rubbing my nose.	I don't know, I didn't write it down.
ٱر ز نهاتر تصمیم إگرئڌ که واقعیت نه ڤه هونوݩ إلقا کونه	if beforehand he chose to impress on them the fact	if he resolved to hide the fact from them
مو درخاس آزاڌی کرڌوم	I demanded my release.	I'm as free as ever I can be.
سی که هو هرگش ئی دۉربال نبی	because he was hardly every around	as if he had never been that far behind.
هو درجا نیَشت ڤه إمضا	she immediately looked at the signature.	he sat down and watched.
مرگوڌوم تروم ٱنجومس بڌوم	I thought I could pull through.	I'm dying to win this race.
نه کارشناسله نه إخوم نه هم إخوم که بیام بوینومت	I do not wish for experts, not I, nor to go to see you.	neither expertly nor mechanically nor physically.
طئری که هو اینیَره ڤه هو نه خشوم نیا	I don't like the way he looks at her.	so that he was not angry with her.
ڤه گشتن نۉاومڌانس ڤه دینس، مؽن آسمونل و زمین ٱڌامه داڌ.	for whom she continued her hopeless search in heaven and on earth	he added, with a sense of uneasiness, to the mystery of heaven and earth.
ولؽ یو درجا ترسلومه بیار که.	but it instantly awoke my fears.	but do not let me be frightened.
په هو ڤه شڌت زس شکت ٱوی بی	then he was sick to death of it	you've been through so much with it, you know.
چن صڌ متر ڤه بال دوئن جَئڌه بجه و واس، نفس‌نفس‌زن	run about a hundred yards down the road and stop, panting.	walked several hundred yards on his arm, and breathed.
هونوݩ ڤه بال جاگه‌ی مشخص وابیڌه هَلمت بوردن.	they raced to the point.	they'll have you picked up at a certain spot.
مو سۊری همه ایبۊم، اؽچو	I'll miss everyone here.	I'm sorry everyone, mister.
هنی هم گمونوم که ڤه هو ضربه خرد بی.	yet it seemed he had only tapped it.	I still think it was a slap in the face.
فندک برقی نه که یه هفته بی تیس ڤه دینس بی نه اٛستَیڌ.	bought the electric cigar lighter whichhe had coveted for a week.	the glass of brandy that had been thirty three days' worth of it for a week.
چه چیی واقعا یه دیسه‌یی این هو بی؟	what did really once belong to him	was there really anything quite like it?
گورس جۊر بت ٱۉی راس وابیڌه بی	her prow was fashioned like a swan	it was almost as good as stolen.
مراؽگوڌوم مو اٛتفاق موهمؽ نبیڌوم	I supposed I was not a major event.	I assure you I was not an unusual circumstance.
سیکه ٱسپ هاکی وَیڌ نهنڳ در.	for the gray horse came to the door	a small hockey horse walked into the yard.
جایؽ که گشت گورهان مؽن اۉ مله کردن بی.	where the whole regiment had bathed in the same water!	where the whole pack was hanging.
هو چنوݩ وا دیانت هڌه که ایسو پۊمزه اۉلاڌ داره	he's so bloody religious that she's got fifteen kids now	he's so full of you that he's got all the money in the world
