که تموم اومؽڌلسوݩ براڤورڌه نوابیڌه بی.	that not all of their hopes had been fulfilled	that he had been shaken into all the hope of her.
اوسو کتاڤ نه ٱڤورڌ ڤه در	then pulled the volume out.	then, opening the book, he took it out
سی همیو، هو نه ڤه رڤشتل دیه گوڌوم.	so I said it in other ways.	so I guessed that it was in the same place again.
ولؽ تی خوم گوڌوم که لازومه که ملیتومه واپۊشنوم	but I thought it necessary to disguise my country	I have told you I should perish if I were not killed
کوروف نه نشوݩ داڌ.	showed the vacancy.	showed a deepened depression in the outer angle of his bushy eyebrows
نمایشت و رفتارؽ که ترسته بۊ تۉس نه تاحتی مؽن دل مخِرا بڤَنه.	a spectacle and demeanour to strike terror into temerity itself.	the contemplation of life and conduct through the lens furnished by a purely sectarian creed.
یو کلیت حل ماما هڌه.	that's the solution of the mystery!	locked her up in her bedroom.
بؽشتر ز هزار رۊبل ز پیللسوݩ ز دئسل هو گوڌشت بی.	more than one thousand rubles of their money had passed through his hands.	where he had sleeped for more than a thousand roubles of his own money.
وا حڌۊڌ ده سال گوڌشته بۊ ز مۉسڤی که شوݩ ڤه شون یکؽ ز دورگلوم قڌم زیڌوم.	it must be quite ten years since I walked side by side with one of my girls.	I lost at least ten years of my voyage
غلوه بیمار بی که ترسته بۊ دڌۊسه دۊس داشته بۊ.	too sick to love his sister.	too busy resenting the inference that she herself had made just as big a mess of things.
پیائی نه دیڌ که ز درتا طڤقه دوم هی إنیَشت ڤه در، طئرؽ که تا سینس دیار بی.	descried a man looking out of a door, breast high, on the second story.	she saw a man sitting on the second floor of the house, and leaning against it, his chest was identified with that
یو که هو قرار بی رئیس بۊ.	that he was to be a boss!	where he was to be governorof the state.
چیؽ که مؽن ئی دوینا سیم مقڌس‌تر هڌه، یعنؽ دام.	that is most sacred to me in the world, namely, by my mother	I lost all credit with these two upper teachers
درجا وَیڌ مؽن تۊ	burst into the room	she hurled them full in the face.
اوسو که اؽبۊ بگوی گشت لؽوه وابیڌومه	when I am almost crazy.	I was surprised when she transformed herself in a paroxysm of sobs
چندؽ زی إری پیا خیف	how you do gallop on, my good man!	how handsome a creature he is.
فقط خۊ بنیَر ڤه هو تا بڤینی که راس إگوم	only look at her well and thou wilt see I am telling the truth.	sit down with him and see if he can manage to tell me the truth.
منی ئی فرگ نه تی خوم کردوم که مو هی إمیروم	as if'the thought passed through my mind'I were dying too.	I have asked you for it long ago.
وا گیزی نیَشتوم سر ڤه بالا	I looked up in confusion.	I sat up and saw the hair in the band cocked back well on the head.
نترئس بی که هو نه ز بؽ حالی و بؽ نائی دراره.	had failed to rouse him from his lethargy.	hers for him was that she was indeed trifling with fire
ٱر هونوݩ بخون رن، مو نتروم حرفی زنوم	I can't say nothin' if they want to go	I can't talk a word if they stop talking.
اؽما هو نه مؽن هونه ول کردیم	we had left him behind us	as we ourselves quitted the chamber.
ولؽ جوریَت نڌاره که حرفسه تموم کونه.	but hasn't the heart to finish.	but not daring to speak.
بؽ هو که نفسؽ چاق کونه	without even taking a breath.	there was no need to drawing his knife.
وا ئی غال‌بلیل مو حتی‌ نتروم صڌای خاگ نه بیَشنوم.	I won't even be able to hear the egg over this lot.	I can't even hear the uproar of that truck.
حتی من سند پیری هم وا فرگل کله‌پرته خوس ٱنگال بی	not even with the most desperate act of her old age	even the old haggard, faded surface of face had come out of harmony with the old days.
گاشڌ رنڳوم چی پۊشنوم إسپؽڌ وابیڌه بی.	I am sure I must have been as white as my gown.	the slightest trace of doubt in her tone.
زس تشکر که سیس.	thanked him for it.	I wish to thank you for it.
و بؽ هیچ تفیلؽ لغڌی زیڌ سر رونس	needlessly kicking it in the groin	upstairs almost all the rooms were finished.
خو چطۉ تری مو نه بۊئشخؽ؟	so how can you forgive?	her eventual protests, her infrequent outbursts came forth in an uncontained
مو هیچ چی نه ٱماڌه نکردوم بی.	I haven't prepared anything.	I was not half afraid at the time of its being so,
مو هم مؽن دوینا ڤه شوئرت باورنکردنی رسستوم.	that I have won incredible fame throughout the universe	I was born in the same place and the same attitude of close observationvationvationvationvationvationvationvationvationvationvation.
غلوه ز اؽسا مڌمۊن هڌوم	banker, advancing towards him with the check.	I am too much interested in you.
ز روشتی که هو مو نه تهله‌خار إکرد بڌوم إؽویڌ.	I hated the way he teased me	I've explained why I said that.
لازوم هڌه که مو‌ نه ڤه دئوتی تو دئوت کونه.	he ought to invite me to your wedding	I must have been studying it with my own assistance.
اؽما هم قڌم ڤه ڤڌم ڤه دینس إریم.	so, at her own pace, we will follow her.	we're all wearing ours
یونوݩ جوندارلی اۉره‌ئی‌بر بیڌن که ری آڌوم تسلط داشتن	fearful beasts which were above man.	but the downhabitants were asleep, and stretched on the broad of their backs, as the saying is.
یه پا متده ڤه زمین، هو نه گرئڌ.	a foot from the ground he caught it	when he tripped headlong over the ground
سی که هنی شرۊع نکردنه ڤه خار کردنت؟	since they haven't begun to worry you?	that is why you, in your turn, are to die
مر یو که ڤه مو قۉل بڌه که ز حرفل مو نرنجه	unless he would give me his word and honour that he would not be offended	how he had looked when he slipped it on her arm.
ڤه گشت هونوݩ مَهَت داڌه وابیڌه بی.	they were all helped	surprised everyone by joining in the conversation about mushrooms.
وا سی گوڌردنؽڌن زنده‌یی روِن ڤه دریا	should take to the sea for a livelihood!	paused to scrutinize the vital jaw of the sea.
هو کوپؽ شیر و دۉرین نون‌ نه وورڌاشت	he withdrew the cup of milk and the plate of bread.	held a glass of milk and then a loaf of bread.
که شاه اؽسا هڌیه داڌس ڤه هو.	which your emperor presented hiM	the command to give him love
عباسه کشی‌ بی ری سرس	her robes pulled up over her head.	his serfs, or himself, only one ought to
اؽما اؽویڌیم و تو نه اینیَشتیم	we'd come and watch you.	I was startled.
یو عجله‌ی اؽما نه بؽشتر إکرد	this increased our haste	but it hastened to make us more haste.
ٱفسرؽ که ویڌ ڤه هونس تا زس یه ملکه راس کونه	the officer who came to get her at her house to make her a queen	as the means of ridding her of a guardianship which
إگوم: نۉنوم و نوفتومه إخارنوم	I don't know, I say, rubbing my nose.	I says, I don't know and I didn't.
ٱر ز نهاتر تصمیم إگرئڌ که واقعیت نه ڤه هونوݩ إلقا کونه	if beforehand he chose to impress on them the fact	had never been strongly determined whether she was worth it.
مو درخاس آزاڌی کرڌوم	I demanded my release.	I deprived you of the power to release it from him.
سی که هو هرگش ئی دۉربال نبی	because he was hardly every around	seeing that he had never done anything to avoid doing so
هو درجا نیَشت ڤه إمضا	she immediately looked at the signature.	he scrawled his name at the bottom
مرگوڌوم تروم ٱنجومس بڌوم	I thought I could pull through.	I thought I could have done some good.
نه کارشناسله نه إخوم نه هم إخوم که بیام بوینومت	I do not wish for experts, not I, nor to go to see you.	I have neither leisure nor energy for this kind of debate.
طئری که هو اینیَره ڤه هو نه خشوم نیا	I don't like the way he looks at her.	so that I didn't like him except for her.
ڤه گشتن نۉاومڌانس ڤه دینس، مؽن آسمونل و زمین ٱڌامه داڌ.	for whom she continued her hopeless search in heaven and on earth	it returned to the stammer of acharter.
ولؽ یو درجا ترسلومه بیار که.	but it instantly awoke my fears.	but that he had a positive dislike for her.
په هو ڤه شڌت زس شکت ٱوی بی	then he was sick to death of it	beyond all doubt, his master was out of his wits and stark mad
