وا حڌۊڌ ده سال گوڌشته بۊ ز مۉسڤی که شوݩ ڤه شون یکؽ ز دورگلوم قڌم زیڌوم.	it must be quite ten years since I walked side by side with one of my girls.	It's been ten years since I've had the honor of marrying one of my islanders.
غلوه بیمار بی که ترسته بۊ دڌۊسه دۊس داشته بۊ.	too sick to love his sister.	He was so ill that he was afraid to have another boyfriend.
پیائی نه دیڌ که ز درتا طڤقه دوم هی إنیَشت ڤه در، طئرؽ که تا سینس دیار بی.	descried a man looking out of a door, breast high, on the second story.	He saw the man standing in front of the door on the second floor, as if he had been noticed.
یو که هو قرار بی رئیس بۊ.	that he was to be a boss!	Who was supposed to be the boss.
چیؽ که مؽن ئی دوینا سیم مقڌس‌تر هڌه، یعنؽ دام.	that is most sacred to me in the world, namely, by my mother	I've found what's most precious in the world.
درجا وَیڌ مؽن تۊ	burst into the room	It's in your bloodstream.
اوسو که اؽبۊ بگوی گشت لؽوه وابیڌومه	when I am almost crazy.	I've been wiped out, if you don't mind.
چندؽ زی إری پیا خیف	how you do gallop on, my good man!	How nice of you to be a man.
فقط خۊ بنیَر ڤه هو تا بڤینی که راس إگوم	only look at her well and thou wilt see I am telling the truth.	Just stand by and see if I'm right.
منی ئی فرگ نه تی خوم کردوم که مو هی إمیروم	as if'the thought passed through my mind'I were dying too.	I'm the one who thought you were going to die.
وا گیزی نیَشتوم سر ڤه بالا	I looked up in confusion.	I'm sitting on my elbow.
نترئس بی که هو نه ز بؽ حالی و بؽ نائی دراره.	had failed to rouse him from his lethargy.	He wasn't afraid to let her go unnoticed.
ٱر هونوݩ بخون رن، مو نتروم حرفی زنوم	I can't say nothin' if they want to go	If you read these words, I won't be able to speak.
اؽما هو نه مؽن هونه ول کردیم	we had left him behind us	We left him at home.
ولؽ جوریَت نڌاره که حرفسه تموم کونه.	but hasn't the heart to finish.	But he doesn't have the guts to end it.
بؽ هو که نفسؽ چاق کونه	without even taking a breath.	Without taking a deep breath.
وا ئی غال‌بلیل مو حتی‌ نتروم صڌای خاگ نه بیَشنوم.	I won't even be able to hear the egg over this lot.	With this knife, I can't even hear the sound of thunder.
حتی من سند پیری هم وا فرگل کله‌پرته خوس ٱنگال بی	not even with the most desperate act of her old age	Even I was wearing my ID on my forehead.
گاشڌ رنڳوم چی پۊشنوم إسپؽڌ وابیڌه بی.	I am sure I must have been as white as my gown.	I may have lost my color as soon as I heard it.
زس تشکر که سیس.	thanked him for it.	Thank you very much.
و بؽ هیچ تفیلؽ لغڌی زیڌ سر رونس	needlessly kicking it in the groin	And he jumped on Ron's shoulders without revealing anything.
خو چطۉ تری مو نه بۊئشخؽ؟	so how can you forgive?	How else can you love me?
مو هیچ چی نه ٱماڌه نکردوم بی.	I haven't prepared anything.	I didn't expect anything.
مو هم مؽن دوینا ڤه شوئرت باورنکردنی رسستوم.	that I have won incredible fame throughout the universe	I also entered the world with incredible courage.
غلوه ز اؽسا مڌمۊن هڌوم	banker, advancing towards him with the check.	I'm so tired of you.
ز روشتی که هو مو نه تهله‌خار إکرد بڌوم إؽویڌ.	I hated the way he teased me	He told me the same way he insulted me.
لازوم هڌه که مو‌ نه ڤه دئوتی تو دئوت کونه.	he ought to invite me to your wedding	He's going to have to tell me about your daughter.
اؽما هم قڌم ڤه ڤڌم ڤه دینس إریم.	so, at her own pace, we will follow her.	I told him we'd go to the dining room.
یونوݩ جوندارلی اۉره‌ئی‌بر بیڌن که ری آڌوم تسلط داشتن	fearful beasts which were above man.	They were joined by a group of young men who dominated the village.
یه پا متده ڤه زمین، هو نه گرئڌ.	a foot from the ground he caught it	One of his legs fell to the ground and he took it.
سی که هنی شرۊع نکردنه ڤه خار کردنت؟	since they haven't begun to worry you?	You're the one who didn't open the door and insulted you again.
مر یو که ڤه مو قۉل بڌه که ز حرفل مو نرنجه	unless he would give me his word and honour that he would not be offended	The man who was deep in my heart didn't understand what I was saying.
ڤه گشت هونوݩ مَهَت داڌه وابیڌه بی.	they were all helped	It's been so long since we've seen each other.
وا سی گوڌردنؽڌن زنده‌یی روِن ڤه دریا	should take to the sea for a livelihood!	They're about to go to the sea alive.
هو کوپؽ شیر و دۉرین نون‌ نه وورڌاشت	he withdrew the cup of milk and the plate of bread.	He took a cup of milk and a loaf of bread.
که شاه اؽسا هڌیه داڌس ڤه هو.	which your emperor presented hiM	which the king had just given him.
عباسه کشی‌ بی ری سرس	her robes pulled up over her head.	He almost shook his head.
اؽما اؽویڌیم و تو نه اینیَشتیم	we'd come and watch you.	We came, and you didn't come.
یو عجله‌ی اؽما نه بؽشتر إکرد	this increased our haste	This hastened us even more.
ٱفسرؽ که ویڌ ڤه هونس تا زس یه ملکه راس کونه	the officer who came to get her at her house to make her a queen	He explained how he came to establish himself as a queen.
إگوم: نۉنوم و نوفتومه إخارنوم	I don't know, I say, rubbing my nose.	I don't know, and I didn't eat it.
ٱر ز نهاتر تصمیم إگرئڌ که واقعیت نه ڤه هونوݩ إلقا کونه	if beforehand he chose to impress on them the fact	Then he decided to ignore the reality.
مو درخاس آزاڌی کرڌوم	I demanded my release.	I asked for my freedom.
سی که هو هرگش ئی دۉربال نبی	because he was hardly every around	Because he wasn't around.
هو درجا نیَشت ڤه إمضا	she immediately looked at the signature.	He sat down and sighed.
مرگوڌوم تروم ٱنجومس بڌوم	I thought I could pull through.	I'm dying to get it done.
نه کارشناسله نه إخوم نه هم إخوم که بیام بوینومت	I do not wish for experts, not I, nor to go to see you.	Not by the experts, not by me, not by those who came to see you.
طئری که هو اینیَره ڤه هو نه خشوم نیا	I don't like the way he looks at her.	The way he's here is not with her.
ڤه گشتن نۉاومڌانس ڤه دینس، مؽن آسمونل و زمین ٱڌامه داڌ.	for whom she continued her hopeless search in heaven and on earth	And He caused the heavens and the earth to tremble with despair.
ولؽ یو درجا ترسلومه بیار که.	but it instantly awoke my fears.	I'm afraid you'll think about it.
په هو ڤه شڌت زس شکت ٱوی بی	then he was sick to death of it	It's like you're in a bad mood.
چن صڌ متر ڤه بال دوئن جَئڌه بجه و واس، نفس‌نفس‌زن	run about a hundred yards down the road and stop, panting.	He walked several hundred yards on both his arms and took a deep breath.
هونوݩ ڤه بال جاگه‌ی مشخص وابیڌه هَلمت بوردن.	they raced to the point.	They attacked you with a fixed weapon.
مو سۊری همه ایبۊم، اؽچو	I'll miss everyone here.	I'm sorry about all that.
هنی هم گمونوم که ڤه هو ضربه خرد بی.	yet it seemed he had only tapped it.	I still think it was a knock.
فندک برقی نه که یه هفته بی تیس ڤه دینس بی نه اٛستَیڌ.	bought the electric cigar lighter whichhe had coveted for a week.	It's the same electricity that's been going on for a week.
چه چیی واقعا یه دیسه‌یی این هو بی؟	what did really once belong to him	What was this really like?
گورس جۊر بت ٱۉی راس وابیڌه بی	her prow was fashioned like a swan	The bear was standing there like a duck.
مراؽگوڌوم مو اٛتفاق موهمؽ نبیڌوم	I supposed I was not a major event.	I told him I wasn't doing anything important.
سیکه ٱسپ هاکی وَیڌ نهنڳ در.	for the gray horse came to the door	The old man was standing in front of the horse.
جایؽ که گشت گورهان مؽن اۉ مله کردن بی.	where the whole regiment had bathed in the same water!	The place where all the sheep were sleeping.
هو چنوݩ وا دیانت هڌه که ایسو پۊمزه اۉلاڌ داره	he's so bloody religious that she's got fifteen kids now	It's like he's in your face and he's perfectly human.
مو مطمئنا دونستومس سی که کشش ز بین‌ رهڌ بی	I knew it for sure because the pull was gone.	I knew for sure it was you that pulled him out.
ٱشنؽڌن حرفل عاقلونه همیشه خورڤَئت‌کوننده هڌ.	it's always pleasant to hear words of wisdom.	It's always good to hear the words of the wise.
اوسو هو نه ز مزگش وند ڤه در	then he dropped her out of his mind	Then he turned away from it.
گاشڌ سی یو نه که مو بؽش ز حڌ ز تو خشوم إوَیڌ	I suppose it's because I loved you too much.	Maybe it's because he's out of touch with you, not because he's out of touch with me.
سی خۉسیڌن لوئڌ وابیڌه بی	he was undressing to go to bed	He's had a lot of fun.
چنوݩ زئلس ره بی که گشت صڌاسه ز دئس داڌ بی.	for the fright was so great, that she had quite lost her voice	He was so jealous that he lost all consciousness.
یه دوئڌر جڤون و خیف که تازه رئڌ بی من ده ساله‌یی	a pretty young princess just turned of ten.	A young, beautiful girl who had just turned ten.
