نمایشت و رفتارؽ که ترسته بۊ تۉس نه تاحتی مؽن دل مخِرا بڤَنه.	a spectacle and demeanour to strike terror into temerity itself.	the scenes of deeds that he had managed to poison.
یو کلیت حل ماما هڌه.	that's the solution of the mystery!	That's the way I've got the key.
بؽشتر ز هزار رۊبل ز پیللسوݩ ز دئسل هو گوڌشت بی.	more than one thousand rubles of their money had passed through his hands.	He lost more than a thousand rubles from the Chinese prince's hand.
وا حڌۊڌ ده سال گوڌشته بۊ ز مۉسڤی که شوݩ ڤه شون یکؽ ز دورگلوم قڌم زیڌوم.	it must be quite ten years since I walked side by side with one of my girls.	I had read of it ten years ago in the morning when we went after one of the rafts for the last few months.
غلوه بیمار بی که ترسته بۊ دڌۊسه دۊس داشته بۊ.	too sick to love his sister.	He was very ill, and he loved her very much.
پیائی نه دیڌ که ز درتا طڤقه دوم هی إنیَشت ڤه در، طئرؽ که تا سینس دیار بی.	descried a man looking out of a door, breast high, on the second story.	He saw a man sitting at the entrance to the second floor, so that he could see his face.
یو که هو قرار بی رئیس بۊ.	that he was to be a boss!	That one of them was supposed to be the boss.
چیؽ که مؽن ئی دوینا سیم مقڌس‌تر هڌه، یعنؽ دام.	that is most sacred to me in the world, namely, by my mother	I've been jealous of what's worse in the world.
درجا وَیڌ مؽن تۊ	burst into the room	He went into the room.
اوسو که اؽبۊ بگوی گشت لؽوه وابیڌومه	when I am almost crazy.	When you said I was done,
چندؽ زی إری پیا خیف	how you do gallop on, my good man!	how much a guy has chanced to be.
فقط خۊ بنیَر ڤه هو تا بڤینی که راس إگوم	only look at her well and thou wilt see I am telling the truth.	Just wait for him to see if I'm right.
منی ئی فرگ نه تی خوم کردوم که مو هی إمیروم	as if'the thought passed through my mind'I were dying too.	I've been thinking about you so much.
وا گیزی نیَشتوم سر ڤه بالا	I looked up in confusion.	I sat on the front of the steam wall.
نترئس بی که هو نه ز بؽ حالی و بؽ نائی دراره.	had failed to rouse him from his lethargy.	He could not bring Frank back from his grief.
ٱر هونوݩ بخون رن، مو نتروم حرفی زنوم	I can't say nothin' if they want to go	I can't talk about it if they think about it.
اؽما هو نه مؽن هونه ول کردیم	we had left him behind us	we left him in the house
ولؽ جوریَت نڌاره که حرفسه تموم کونه.	but hasn't the heart to finish.	but she did not dare to speak of it.
بؽ هو که نفسؽ چاق کونه	without even taking a breath.	without even troubling to contend with a knife.
وا ئی غال‌بلیل مو حتی‌ نتروم صڌای خاگ نه بیَشنوم.	I won't even be able to hear the egg over this lot.	I can't even hear the sound of a gunshot wound.
حتی من سند پیری هم وا فرگل کله‌پرته خوس ٱنگال بی	not even with the most desperate act of her old age	Even I'm no longer an old-fashioned hobby, even though.
گاشڌ رنڳوم چی پۊشنوم إسپؽڌ وابیڌه بی.	I am sure I must have been as white as my gown.	I may have stood pale, facing him.
زس تشکر که سیس.	thanked him for it.	He crossed the bridge with a heavy hoodie from Harry.
و بؽ هیچ تفیلؽ لغڌی زیڌ سر رونس	needlessly kicking it in the groin	And he threw him on the ground without a rope.
خو چطۉ تری مو نه بۊئشخؽ؟	so how can you forgive?	How could you justify that from me?
مو هیچ چی نه ٱماڌه نکردوم بی.	I haven't prepared anything.	I had prepared nothing for you.
مو هم مؽن دوینا ڤه شوئرت باورنکردنی رسستوم.	that I have won incredible fame throughout the universe	I've been through a lot of activity on the other side of the world.
غلوه ز اؽسا مڌمۊن هڌوم	banker, advancing towards him with the check.	I'm so much more than you are.
ز روشتی که هو مو نه تهله‌خار إکرد بڌوم إؽویڌ.	I hated the way he teased me	I saw the light that had been there since yesterday.
لازوم هڌه که مو‌ نه ڤه دئوتی تو دئوت کونه.	he ought to invite me to your wedding	I need to be precise with you.
اؽما هم قڌم ڤه ڤڌم ڤه دینس إریم.	so, at her own pace, we will follow her.	we're all layin' 'em down the same direction, too.
یونوݩ جوندارلی اۉره‌ئی‌بر بیڌن که ری آڌوم تسلط داشتن	fearful beasts which were above man.	There were ten small townspeople sleeping in the same place.
یه پا متده ڤه زمین، هو نه گرئڌ.	a foot from the ground he caught it	He threw down a stake on the ground.
سی که هنی شرۊع نکردنه ڤه خار کردنت؟	since they haven't begun to worry you?	for they have not yet formed their masters, and are they good?
مر یو که ڤه مو قۉل بڌه که ز حرفل مو نرنجه	unless he would give me his word and honour that he would not be offended	Except he who is deep enough to not listen to me.
ڤه گشت هونوݩ مَهَت داڌه وابیڌه بی.	they were all helped	It was all confusion.
وا سی گوڌردنؽڌن زنده‌یی روِن ڤه دریا	should take to the sea for a livelihood!	to enjoy life in the sea.
هو کوپؽ شیر و دۉرین نون‌ نه وورڌاشت	he withdrew the cup of milk and the plate of bread.	He had a cup of milk and a boiled liver.
که شاه اؽسا هڌیه داڌس ڤه هو.	which your emperor presented hiM	that the king had conferred a great boon upon him.
عباسه کشی‌ بی ری سرس	her robes pulled up over her head.	He had a curse on his head.
اؽما اؽویڌیم و تو نه اینیَشتیم	we'd come and watch you.	we came and endeavored to catch you
یو عجله‌ی اؽما نه بؽشتر إکرد	this increased our haste	That's what made us so quick.
ٱفسرؽ که ویڌ ڤه هونس تا زس یه ملکه راس کونه	the officer who came to get her at her house to make her a queen	that he was condescending when he arrived and rocked the queen's apartments.
إگوم: نۉنوم و نوفتومه إخارنوم	I don't know, I say, rubbing my nose.	I don't know, I'm not gonna tell him.
ٱر ز نهاتر تصمیم إگرئڌ که واقعیت نه ڤه هونوݩ إلقا کونه	if beforehand he chose to impress on them the fact	if he had made up his mind to speak the truth of them
مو درخاس آزاڌی کرڌوم	I demanded my release.	I've been meaning to make this myself.
سی که هو هرگش ئی دۉربال نبی	because he was hardly every around	Because he never looked around.
هو درجا نیَشت ڤه إمضا	she immediately looked at the signature.	He stood by and signed the note.
مرگوڌوم تروم ٱنجومس بڌوم	I thought I could pull through.	I have done all that I could.
نه کارشناسله نه إخوم نه هم إخوم که بیام بوینومت	I do not wish for experts, not I, nor to go to see you.	I'm not a scientist or a mage, but I want to see you.
طئری که هو اینیَره ڤه هو نه خشوم نیا	I don't like the way he looks at her.	I didn't like him here.
ڤه گشتن نۉاومڌانس ڤه دینس، مؽن آسمونل و زمین ٱڌامه داڌ.	for whom she continued her hopeless search in heaven and on earth	And when you come forth from him, you will find him in the presence of heaven, and in the presence of Satan.
ولؽ یو درجا ترسلومه بیار که.	but it instantly awoke my fears.	But that's what Emma's thinking.
په هو ڤه شڌت زس شکت ٱوی بی	then he was sick to death of it	His insanity is cheerful unlike this one.
چن صڌ متر ڤه بال دوئن جَئڌه بجه و واس، نفس‌نفس‌زن	run about a hundred yards down the road and stop, panting.	He's going to go hundreds of miles with a clean air and he's going to breathe.
هونوݩ ڤه بال جاگه‌ی مشخص وابیڌه هَلمت بوردن.	they raced to the point.	They rushed to the place where they were hiding.
مو سۊری همه ایبۊم، اؽچو	I'll miss everyone here.	I'm the fool's daughter, I guess.
هنی هم گمونوم که ڤه هو ضربه خرد بی.	yet it seemed he had only tapped it.	I still think he's got his beating.
فندک برقی نه که یه هفته بی تیس ڤه دینس بی نه اٛستَیڌ.	bought the electric cigar lighter whichhe had coveted for a week.	The flaming light that had been transmitted to him for more than a week and a half.
چه چیی واقعا یه دیسه‌یی این هو بی؟	what did really once belong to him	What was that, and what was the matter with him?
گورس جۊر بت ٱۉی راس وابیڌه بی	her prow was fashioned like a swan	It was like a sheikh coming from the middle of the ocean.
مراؽگوڌوم مو اٛتفاق موهمؽ نبیڌوم	I supposed I was not a major event.	I thought I was not the main character of the accident.
سیکه ٱسپ هاکی وَیڌ نهنڳ در.	for the gray horse came to the door	the crupper of his saddle and, spurring his horse
جایؽ که گشت گورهان مؽن اۉ مله کردن بی.	where the whole regiment had bathed in the same water!	where all the dogs were swimming in the water.
هو چنوݩ وا دیانت هڌه که ایسو پۊمزه اۉلاڌ داره	he's so bloody religious that she's got fifteen kids now	He's the one who sang a song of pride and pride.
