en_sentence	fa_sentence	translation	variety (Western Gilaki|Eastern Gilaki)	county	orthography	translator	5420
I liked the way he looked at me as he listened.	وی پس از آنکه به سخنان من گوش داد نگاهی پرمهر و عطوفت به من افکند	گل زماتي کي مي گبانه گۊشأ کۊد مهرباني أمرأ مرأ فندرست	Western Gilaki	Bandar Anzali	Vrg	RRR	
I'm alive to day, but to morrow	امروز هستم و فردا نیستم.	ایمرؤيي ايسئم، فردائي نيسئم	Western Gilaki	Bandar Anzali	Vrg	RRR	
what a happy day we've had altogether.	روی هم رفته چه روز خوشی بود!	سر ؤ کینأ بزني خؤرؤم رۊج بۊ	Western Gilaki	Bandar Anzali	Vrg	RRR	
unscrewed the metal cap	در آن را باز کرد	اۊن ٚ درأ وأکۊد	Western Gilaki	Bandar Anzali	Vrg	RRR	
who intends for some time, at least, to retire from the world.	که حداقل برای مدتی باید از همه کناره بگیرم.	ایتأ مؤدت حداقل وأسي همتتأ آدمانه کنار بنم	Western Gilaki	Bandar Anzali	Vrg	RRR	
but she had not forgotten him.	اما این زن او را فراموش نکرده بود.	اۊ زنای أن-أ جاخترأ ندأ بۊ	Western Gilaki	Bandar Anzali	Vrg	RRR	
about the way people work	در مورد کار افراد.	مۊردیم کار ٚ خأني	Western Gilaki	Bandar Anzali	Vrg	RRR	
like they had for the last three nights.	همان طور که سه شب قبلی این کار را کرده بودند.	هتؤ کي سۊ شۊبانه پيشتر أن کارأ بۊکۊدأبۊ	Western Gilaki	Bandar Anzali	Vrg	RRR	
but now it held the shape of footprints.	ولی حالا به شکل جای پا بودند.	ولي هسأ پامالأ مأنستیدي	Western Gilaki	Bandar Anzali	Vrg	RRR	
she so delights in your conversation	خاصه بسیار مایل است که با شما صحبت نماید.	هسأ پامالأ مأنستد	Western Gilaki	Bandar Anzali	Vrg	RRR	
they would be renewed	آن را تجدید کند	اۊنأ جاسۊنه بنه	Western Gilaki	Bandar Anzali	Vrg	RRR	
as he was an extremely interesting person from various points of view, and likely to be useful.	این مسافر مردی فوقالعاده جالب توجه و به دلایل گوناگون پر اهمیت بود.	أن مۊسافر خؤرم ٚ گل بۊ مۊختلف ٚ چیانه وأسي پۊر اهمیت داشتي	Western Gilaki	Bandar Anzali	Vrg	RRR	
I was a zombie of sleeplessness.	از شدت بی خوابی مثل یک زامبی شده بودم.	بي خابي جأ جندؤپري مأنستن بۊبۊسته بؤم	Western Gilaki	Bandar Anzali	Vrg	RRR	
he was down there visiting it.	آنجا آمده بود تا سری به ساحل بزند و دیداری تازه کند.	اۊیأ بامؤ بۊ کي دریأ کؤل-أ بيدينه ؤ خؤ ديئن-أ تازه بۊکۊنه	Western Gilaki	Bandar Anzali	Vrg	RRR	
they will carry you ashore?	تا شما را به ساحل برسانند	چاشت ره ترأ دینم	Western Gilaki	Bandar Anzali	Vrg	RRR	
you should always strive to see clearly around you	شخص باید به قدر امکان اطراف خود را ببیند	گل وأسي تا جیگائي کي تأنه خؤ دؤر ؤ پئلي-أ بيدینه	Western Gilaki	Bandar Anzali	Vrg	RRR	
then she shivered at the touch of a hand on her sleeve	سپس بر اثر لمس دستی بر آستینش از جا پرید.	بأزين خؤ دسأ کي أن ٚ آسين-أ وأسي خاب ٚ جأ ویریشت	Western Gilaki	Bandar Anzali	Vrg	RRR	
the crew began to man the capstan bars.	ملوانان به طرف چرخ طناب دویدند.	ملوانان لافند ٚ چرخ ور بۊدۊوستيد	Western Gilaki	Bandar Anzali	Vrg	RRR	
but she sat in the chair	لیکن او همچنان روی صندلی نشسته بود	بأزين اۊن هسأيي صٚندلي جأ نيشتأ بۊ	Western Gilaki	Bandar Anzali	Vrg	RRR	
we passed through, and they clashed to behind us.	از میان آن عبور کردیم. دروازه با صدای بلند پشت سرمان بسته شد.	أن ٚ ميئن ٚ جأ دۊوارست، بلته ایتأ پیله اۊخان ٚ مرأ أمي پۊشت دوسته بۊبؤست	Western Gilaki	Bandar Anzali	Vrg	RRR	
when I tried it.	من وقتی به اینجا آمدم	مۊ زماتي کي بامام ایأ	Western Gilaki	Bandar Anzali	Vrg	RRR	
I was very happy, however, nearly all the time.	گذشته از این من تقریبا همیشه خوشحال بودم.	پيشتران مۊ خايله شائي کۊدیمه	Western Gilaki	Bandar Anzali	Vrg	RRR	
of which he was the centre.	که خود را در مرکز مثلث دید.	خؤرأ مۊثلث ٚ مرکز ٚ جأ بيدي	Western Gilaki	Bandar Anzali	Vrg	RRR	
but in time she began to idealize her father.	اما به تدریج شروع به تعریف و تمجید از پدرش نمود	کۊجه کۊجه سرأ گیفت خؤ پئر ٚ جأ تعریف کۊدن	Western Gilaki	Bandar Anzali	Vrg	RRR	
he told her sister was still the same crybaby as ever.	او به خواهرش گفت که هنوز مانن سابق همیشه اشک در آستین دارد.	اۊن خؤ خأخۊرأ بۊگؤت کي هسأيي قدیم ایام ٚ مأنستن خؤ آستين ميئن أرسۊ دأره	Western Gilaki	Bandar Anzali	Vrg	RRR	
you know, the very first time we met.	این عشق از همان روز اولی شروع شد که ما همدیگر را در سالن رستوران دیدیم!	أن تۊغائي هۊ زماتي شۊرۊع بۊبؤست کي کسانأ رستۊران ٚ جأ بيدئيم	Western Gilaki	Bandar Anzali	Vrg	RRR	
sleepy to do much before bed	تا قبل از رفتن به رختخواب هیچ کار خاصی نکردند	پئشتر جه أن کي بۊشم لامتکأ ميئن کاري نۊکۊدم	Western Gilaki	Bandar Anzali	Vrg	RRR	
threw his hat on the table	کلاه خود را روی میزی انداخت.	خۊ کۊلایأ میز ٚ سٚر تاودأ	Western Gilaki	Bandar Anzali	Vrg	RRR	
except to blow a loud wet raspberry.	فقط آدامس بادکنکی تمش کیش را باد کرد و ترکاند.	فقط خۊ زیبلؤني وینجي ٚ سۊنه ای بادأ کۊد ؤ بترکأني	Western Gilaki	Bandar Anzali	Vrg	RRR	
she was also very popular.	محبوبیت زیادی هم داشت.	خایله محبۊبيت داشتي	Western Gilaki	Bandar Anzali	Vrg	RRR	
he was soaring upward.	بلافاصله به پرواز درآمدند.	تۊندؤتأکیته واز بۊکۊد	Western Gilaki	Bandar Anzali	Vrg	RRR	
I'm sure I'm not sorry he's dead.	خودم هم متاسف نیستم.	مۊیم شرم کٚشم	Western Gilaki	Bandar Anzali	Vrg	RRR	
I had someone else waiting for me.	کس دیگری را داشتم که منتظرم بود.	ایتأ گل ٚ دیگرأ داشتیمه گۊ مي رافأ أسابۊ	Western Gilaki	Bandar Anzali	Vrg	RRR	
a farrier's bill!	صورت حساب نعل بند بود!	نأل دود ٚ صۊرتحیساب بۊ	Western Gilaki	Bandar Anzali	Vrg	RRR	
along with some of the teeth of the gang.	چند تا از دندونای اون لا تا را هم با خودش برد.	چن تأ اۊن داش آقایانه گازأ خۊ مرأ بۊبۊرد	Western Gilaki	Bandar Anzali	Vrg	RRR	
together with a checkered blue and white flannel skirt	همراه با یک دامن شطرنجی آبی و سفید کرکی	ایتأ شطرنجي دامن ٚ آبي ؤ أسپي أمرأ	Western Gilaki	Bandar Anzali	Vrg	RRR	
there was no want of foresight.	بالاخره کلی فکر کرده بود.	بيلأخره ایتأ عالیمي فیکٚر بۊکۊدأ بم	Western Gilaki	Bandar Anzali	Vrg	RRR	
when tired with my constant labor at the same thing and overcome by a heavy dinner I had eaten	در تاریخ مزبور تفحص کرده و بسیار خسته شده بودم و آن روز هم غذای سنگین و ثقیلی خورده بودم که کسالتی فوق العاده در من پیدا شده بود	اۊ داميشک ٚ ميئن بگروأگرد بۊکۊدم ؤ خایلي ماندي بۊکۊدأ بؤم ؤ رؤج ٚ جأ سینگين خۊراک بؤخؤردأ بؤم ؤ ایتأ پیله ناقۊشي-أ دۊچارأ بۊستم	Western Gilaki	Bandar Anzali	Vrg	RRR	
the boy, off he went.	پسر به سوی سکوهای نه و ده حرکت کرد.	رئک تأ سکۊیانه نؤ ؤ دأ ور رأ دکفت	Western Gilaki	Bandar Anzali	Vrg	RRR	
indicating a comfortable chair for him.	صندلی راحتی را به رین تعارف کرد.	راحت ٚ صاندالأ رین-أ تأرؤف بۊگۊدم	Western Gilaki	Bandar Anzali	Vrg	RRR	
I wheel round furiously round to face him.	رویم را به سمت او برگرداندم.	مي مچأ اۊن ٚ ور وأگردأنم	Western Gilaki	Bandar Anzali	Vrg	RRR	
as though he had suddenly reached a decision	چنان که گویی تصمیمش را گرفته بود	هتۊ کي گي خؤ تصمیمأ بيگیفتأ بۊ	Western Gilaki	Bandar Anzali	Vrg	RRR	
blind of one eye and not very sound in the other.	یک چشمش لوچ بود و چشم دیگرش هم چندان سالم نبود.	أن ٚ ایتأ چۊم لؤچ بۊ ؤ أن اۊنتأ چۊمم ساغ نبۊ	Western Gilaki	Bandar Anzali	Vrg	RRR	
he would bury him in bubbles and foam.	او ناخدا را زیر حباب و کف دریا دفن خواهد کرد.	اۊن ناخدایأ دریأ قؤر ؤ کخ ٚ جئر جۊکۊنه	Western Gilaki	Bandar Anzali	Vrg	RRR	
her spirits rose.	روحش شکفت.	أن رۊح واشکافت	Western Gilaki	Bandar Anzali	Vrg	RRR	
I went into the kitchen, and sat down to lull my little lamb to sleep.	من به آشپزخانه بازگشتم و در گوشهای نشستم تا طفلک را بخوابانم.	مۊ وأگردستم آشپچخانه ؤ ایتأ گؤشه بينيشتم کي وچه بؤخؤسانم	Western Gilaki	Bandar Anzali	Vrg	RRR	
pretty near the cook	به نزدیک آشپز کشتی رسیده بود	کٚشتي آشپچ ٚ نزیکي فأرسأ بۊ	Western Gilaki	Bandar Anzali	Vrg	RRR	
its eyes were as he saw them when he stole away.	نگاهی هم که به هنگام گریز در چشمان زن دیده بود به همان وضع باقی بود.	فندري کي گؤرؤختن ٚ زمات زنای ٚ چۊم ٚ جأ بيده بۊ هۊتؤ بمانسته بۊ	Western Gilaki	Bandar Anzali	Vrg	RRR	
suddenly changing his tone	سپس ناگهان لحن سخن خود را تغییر داد	بأزین هایوأره خؤ لبظأ وأگردأني	Western Gilaki	Bandar Anzali	Vrg	RRR	
on the night that followed that famous day	در شبی که در پی همان روز مشهور رسید	شٚبي جأ کي هۊن ٚ رؤج ٚ دل مشۊرأ بۊستأ بؤ	Western Gilaki	Bandar Anzali	Vrg	RRR	
I do remember.	البته که یادم میاد	البت کي مي خاطر جأ دره	Western Gilaki	Bandar Anzali	Vrg	RRR	
so I made some stuff up.	برای همینم یه چیزایی سر هم کردم و گفتم.	هني وأسي ایتأ چیاني گردأ کۊدم ؤ بۊگۊتم	Western Gilaki	Bandar Anzali	Vrg	RRR	
I think he's pretty unhappy, and I know I am!	به نظرم او خیلی ناراحت است و میدانم که خودم هم ناراحتم!	مي نظر فأرسه کي اۊن خایلي ماترۊ بۊکۊده ؤ مي ماترۊیم بيجئر بمه	Western Gilaki	Bandar Anzali	Vrg	RRR	
she was also very tired.	بسیار خسته بود.	پۊر ماندي بۊکۊدأ بۊ	Western Gilaki	Bandar Anzali	Vrg	RRR	
I look out of the window	از پنجره بیرون را نگاه کردم.	درجک ٚ جأ بيرۊنأ فندرستم	Western Gilaki	Bandar Anzali	Vrg	RRR	
where the pots and kettles were kept.	در آ جا دیگ و پاتیل بسیار بود.	اۊیأ جأ تیان ؤ ماسخار خایله نهأ بۊ	Western Gilaki	Bandar Anzali	Vrg	RRR	
he opened up the most hidden passageways of his heart	بدین طریق تمام گوشه و کنار قلب خود را به روی او گشود	أتؤيي خؤ قٚلب ٚ گؤش ؤ پئلي-أ اۊن ٚ ره وأکۊد	Western Gilaki	Bandar Anzali	Vrg	RRR	
I asked her for tea	از او چای خواستم	اۊن ٚ جأ چئي بخأس	Western Gilaki	Bandar Anzali	Vrg	RRR	
the poor boy was in a state of deep affliction.	تأثر او شدید و عمیق بود.	اۊن ٚ خايلي بۊک بأردأ بۊ	Western Gilaki	Bandar Anzali	Vrg	RRR	
he very much doubted whether she understood exactly what she felt for him.	رین شک داشت جاستین خود احساساتش را شناخته باشد.	رین شک بۊکۊدأ بۊ ؤ جاستين خؤ ایحساسأ بشناختأ بۊ	Western Gilaki	Bandar Anzali	Vrg	RRR	
I'm not a top businesswoman at all.	من یه زن تاجر عالی رتبه نیستم.	مۊ ایتأ پیله تاجر ٚ زنأک نيئم	Western Gilaki	Bandar Anzali	Vrg	RRR	
I'll give it you!	بیا مال تو شد.	بيأ تي شين	Western Gilaki	Bandar Anzali	Vrg	RRR	
replaced by neat green fields	جای خودشو به مزارع سرسبز و خرم داد.	خۊ جاجیگای ٚ سبز ٚ باغ ؤ بجارانه فدأ	Western Gilaki	Bandar Anzali	Vrg	RRR	
expecting to see fabulous jewels at the very least	انتظار داشت که دست کم مقداری جواهر نفیس و گران بها در آن به بنید	اینتظار داشته کي کۊجه درۊ طلأ ؤ ملأ اۊن ٚ جأ بيدینه	Western Gilaki	Bandar Anzali	Vrg	RRR	
pulled a sack of tobacco and a book of papers from his side pocket.	از جیب پهلو یک کیسه توتون و کاغذ سیگار بیرون کشید.	خؤ گۊشه جيف ٚ جأ پاوريز ؤ پاوریزولک بيرۊن بأوۊرد	Western Gilaki	Bandar Anzali	Vrg	RRR	
when she was disturbed by a soft tap at the room door.	که ناگهان صدای آهسته در عیش او را منغص کرد.	هایواره ایتأ اؤخان، یاواشکه أن ٚ حال کۊدن ٚ درأ دوداس	Western Gilaki	Bandar Anzali	Vrg	RRR	
brought my heart into my mouth	دلم به تب و تاب افتاده بود.	مي دیل تاب تاب زنه	Western Gilaki	Bandar Anzali	Vrg	RRR	
I don't think he could	مثل این که نمی تونست به گه.	ویر کۊني نتأنسته بۊگۊیه	Western Gilaki	Bandar Anzali	Vrg	RRR	
receiving everything from society and giving nothing in return.	همه چیز را از اجتماع گرفتید و هیچ چیز به آن ندادید.	خلک ٚ جأ همۊ چیأ فأگیفتین ؤ اۊشانأ هیچي فاندئين	Western Gilaki	Bandar Anzali	Vrg	RRR	
she had become very serious	بسیار جدی شده بود	خایله بۊک بۊکۊدأ بۊ	Western Gilaki	Bandar Anzali	Vrg	RRR	
the only emotion she could not bear.	تنها حسی که قادر به تحملش نبود.	حسي کي تنأکه نتأنسته طاخت بأوره	Western Gilaki	Bandar Anzali	Vrg	RRR	
so very dry, as you say.	به قول تو خیلی خشک است.	تي قؤلي خایله خۊشک ايسه	Western Gilaki	Bandar Anzali	Vrg	RRR	
I won't need you to rescue me.	احتیاجی نیست تو منو نجات بدی.	ائتیاج نیه تۊ مرأ بداد فأرسي	Western Gilaki	Bandar Anzali	Vrg	RRR	
that she had shared the grief of the family	که مادام وی لفور هم بسیار خاطری پریشان دارد	مادام ویلفؤر خایلي پريشان بۊ	Western Gilaki	Bandar Anzali	Vrg	RRR	
but her eyes were fine	اما چشمانش زیبا بود.	أن چۊمان پۊرخؤجیر بۊ	Western Gilaki	Bandar Anzali	Vrg	RRR	
