en_sentence	fa_sentence	translation	variety	county	orthography	translator	4345
I can remember it vividly now	حالا به وضوح همه چیز یادم آمده بود	اسا خله روشن همه چی مه یاد بموئه	Central Mazani	Babol	Farsi	Vol_1	
but the surprise it occasioned	اما تعجبی که آن تعریف ایجاد کرد	امَا اون تا تعریف تعجب داشته	Central Mazani	Babol	Farsi	Vol_1	
he put his hand up to his forehead.	دست خود را روی پیشانی عرق کرده گذارد.	شه دست ره بشته شه سوآل عرق هاکرده سر	Central Mazani	Babol	Farsi	Vol_1	
not a pleasant night for a dip in the sea	هیچ خوب نیست که در چنین شبی شخص سفر دریا نماید	همچین شویی آدم بوره دریا اصلا خار نیه	Central Mazani	Babol	Farsi	Vol_1	
I thought it might get rusty with the rain, or catch cold	من ترسیدم که زیر باران زنگ بزند یا سرما بخورد	من ترسمه که وارش دله زنگ بزنه یا سردی هاکنه	Central Mazani	Babol	Farsi	Vol_1	
became absorbed in it.	حواس خود را همه به بافتن داد.	ببافتن دله شه همه حواس ره بشته	Central Mazani	Babol	Farsi	Vol_1	
I'm trying very hard to look like a relaxed business class top marketing executive.	نهایت سعی و تلاش خودم را کردم که عین یک مدیر عامل بازاریابی آرام به نظر برسم	شه همه سعی هاکردمه که اتا مدیر عامل بازاریابی واری آروم بدی بوم	Central Mazani	Babol	Farsi	Vol_1	
we'll have enough of it to stuff a sofa!	باهاش تشک درست کنند!	ونه جا تشک درست هاکنن	Central Mazani	Babol	Farsi	Vol_1	
all the hair had gone from her face	موهای بلند صورت هرمیون از بین رفته بود	هر میون صورت بلند می از بین بورده	Central Mazani	Babol	Farsi	Vol_1	
because nobody had taught him.	زیرا اصلاً کسی تا به حال او را تربیت نکرده بود.	چون که تا به حال وره هیچ کی آدم نکرده	Central Mazani	Babol	Farsi	Vol_1	
but in order to show that he took her levity with the toad in good part	بلکه برای آن که نشان دهد بوالهوسی او را در مورد وزغ به فال نیک گرفته	چون که خاسّه ونه عیاشی ره با خار وضع نشون هده	Central Mazani	Babol	Farsi	Vol_1	
there were never more than five men who knew each other.	در این جمعیت هرگز بیش از پنج مرد نبودند که یکدیگر را بشناسند.	هیچ موقع این جمعیت دله از پنج تا مردی ویشتر دنیبینه که همدیگه ره بشناسن	Central Mazani	Babol	Farsi	Vol_1	
you could be so hard hearted as to let me suffer so.	که تو این قدر سنگدلی که این همه به من عذاب دادی.	تو انّه سنگدل هسی که مره این عذاب هدایی	Central Mazani	Babol	Farsi	Vol_1	
twelve coming on to pass away.	اکنون ساعت دوازده در شرف فرا رسیدن بود.	الان داینه ساعت دوازده وونه	Central Mazani	Babol	Farsi	Vol_1	
I raised one hand to halt his apology.	یک دستم را بلند کردم تا عذر خواهیش متوقف شود.	وه داشته عذر خواهی کرده شه اتا دست راست هاکردمه تا قطع بوه	Central Mazani	Babol	Farsi	Vol_1	
gave a long gasp or two	یکی دو آه بلند کشید	اتا ده تا گت آه بکشیمه	Central Mazani	Babol	Farsi	Vol_1	
when I am eighteen!	همین قدر تا هیجده سالگی!	همین اندازه هسّه تا 18 سالگی	Central Mazani	Babol	Farsi	Vol_1	
there is still more due to the character of an honest man	ولی برای مقام شخصیت صادقی مثل او زیاد است	اما خار آدمی مثل وه زیاده	Central Mazani	Babol	Farsi	Vol_1	
the iron bandstraversed it from side to side without any break.	بندهای آهنین از یک طرف تا طرف دیگرش بی گسیختگی امتداد داشتند.	از این ور تا اون ور آهنی بند پشت سر هم همین جور دیّه	Central Mazani	Babol	Farsi	Vol_1	
stopped him in the vestibule and tried to take the pistol from him.	او را در سراسر نگه داشتند و خواستند تپانچه را از دست او بگیرند.	خاسّنه تپانچه ره ونه دست جا بیرن وره یکسره داشتنه	Central Mazani	Babol	Farsi	Vol_1	
I begged his patience to hear me tell my story	پس از او تمنی کردم که حوصله کند تا داستان خود را بگویم	خاسّمه شه قصّه ره بوم ونه شما بخواستمه که حصله هاکنه	Central Mazani	Babol	Farsi	Vol_1	
after their manner, as we shall describe in its proper place	چنانکه شرح آن در جای خود بیاید	چون که خاسّه ونه شرح حال ره شه سرجا پیدا هاکنه	Central Mazani	Babol	Farsi	Vol_1	
I don't set up to be one of those men that don't care about women.	منظورم این نیست که از آن نوع مردانی هستم که به زن توجهی ندارند.	مثل اون مردنی که شه زنان نشننه مه منظور نیه	Central Mazani	Babol	Farsi	Vol_1	
a wheezy performance, into which he threw much ambition and an irrepressible hopefulness.	اجرای سوت مانندی که فرد شور و شوق و امیدواری فراوانی در آن به کار برد.	خشحالی و شور و خله ارمون ره وه مثل سوت دله کار بورده	Central Mazani	Babol	Farsi	Vol_1	
but this time all had come.	اما این دفعه همه عقب نشستند.	این دفه ولی وشون پشت هنیشتنه	Central Mazani	Babol	Farsi	Vol_1	
meticulously and very properly.	بسیار دقیق و کامل.	خله دقیق و کامل	Central Mazani	Babol	Farsi	Vol_1	
whom she had never seen	مردی که هرگز ندیده بود.	مردی که هیچوق ندیه	Central Mazani	Babol	Farsi	Vol_1	
I thought it might be important.	گفتم شاید کار مهمی داشته باشد.	بئوتمه که ولکون اتا کار مهم داره	Central Mazani	Babol	Farsi	Vol_1	
my soul thirsted for a pure draught.	روحم تشنه یک جرعه آب زلال و خالص بود.	مه روح تشنای صاف و روشن اوی دستوری ره خاسّه	Central Mazani	Babol	Farsi	Vol_1	
his head was bandaged with a linen cloth.	سرش را نیز بسته بودند.	شه سر ره دوسسه	Central Mazani	Babol	Farsi	Vol_1	
especially if the educated ones have their stomachs full.	مخصوصا اگه آدم باسواد شکمش سیر با شه.	مخصوصا اگه باسواد آدم اشکم سیر باشه	Central Mazani	Babol	Farsi	Vol_1	
I wasn't sure it was you.	مطمئن نبودم تو باشی.	مه خیال جمع نیه که تو باشی	Central Mazani	Babol	Farsi	Vol_1	
he had been the candle and not the some one.	مسی و ما بوف شمع بود اما کسی نبود.	مسی و مابوف شمع دیننه اما هیچ کی دیگه دنیبنه	Central Mazani	Babol	Farsi	Vol_1	
I shall take off the veil if I get too hot.	من باید نقایم را بردارم اگر گرمم شد.	اگه مره گرم بیه ونه شه نقاب ره در بیارم	Central Mazani	Babol	Farsi	Vol_1	
I think we'll stop now and make some fudge.	به نظرم بهتر است نامه را همین جا تمام کنم و کمی باسلق درست کنم.	مه نظر بهتره که همین جا شه نامه ره تموم هاکنم و اتا کمه باسلوق درست هاکنم	Central Mazani	Babol	Farsi	Vol_1	
the whole success which he produced is contained in this remark of aninhabitant of the faubourg	همه کامیابیش این کلام یکی از سکنه حومه بود	اتا حرف همسایه باعث بیه وه موفق بوه	Central Mazani	Babol	Farsi	Vol_1	
I hope I shall do everything to your satisfaction.	من هم امیدوارم تا حدود توانایی برای رضایت و آسودگی شما بکوشم.	من هم تا بتوممه برای این که شما راحت و راضی باشین تلاش کممه	Central Mazani	Babol	Farsi	Vol_1	
took a silver key from his pocket	کلیدی نقره از جیب بیرون آورد	نقره قفل ره شه جیف جا در بیارده	Central Mazani	Babol	Farsi	Vol_1	
I'll never divorce him,	هیچ وقت طلاق نخواهم گرفت.	من هیچ موقع طلاق نینه	Central Mazani	Babol	Farsi	Vol_1	
there will be.	اگر هم نشده باشد بزودی خواهد شد.	اگه هم نییه به همین زودی وونه	Central Mazani	Babol	Farsi	Vol_1	
like the prom, for exampleseemed silly to me.	مثلاً مثل مراسم رقص که برای من احمقانه بود.	مثلا مثل رقص هاکردن مسسه خله گچ گچی به	Central Mazani	Babol	Farsi	Vol_1	
still, there was a perfect lucidity of soul in his eyes.	با این همه هنوز یک روشن روانی کامل در چشمانش داشت.	با این همه هنوز اتا راه روانی کامل شه چشای جا داشته	Central Mazani	Babol	Farsi	Vol_1	
I merely wanted to set your mind at ease.	من قصد دارم وسیله آرامش خیالت رو فراهم کنم.	من قصدددایمه با اتا وسیله ی آرامش ته خیال ره راحت هاکنم	Central Mazani	Babol	Farsi	Vol_1	
I took out your heart as well as I could	یعنی به طریقی که بهتر از آن ممکن نبود دلت را از سینه بیرون آوردم	ینی بهتر از این نیه که ته دل ره از سینه در بیارم	Central Mazani	Babol	Farsi	Vol_1	
every face in the neighbourhood worsting	همسایگان طراوت خود را از دست داده	اینتا همبستگی شه تازگی ره از دست هدا	Central Mazani	Babol	Farsi	Vol_1	
reported in a whisper that the prince was sleeping, and hastily closed the door.	آهسته گفت که شاهزاده خواب است و شتابان در را بست.	یواش بئوته که شاهزاده باخت هسه و تن تن در ره دوسسه	Central Mazani	Babol	Farsi	Vol_1	
basing his refusal on the ground that the applicant was a notorious gambler and cheat	به دلیل بدنامی او به عنوان یک قمارباز و شیاد	به خاطره ونه بدنامی برای اتا قمار باز و شیاد	Central Mazani	Babol	Farsi	Vol_1	
there was a scuffling outside	صدای پایی شنیده شد	اتا لینگ صدا انه	Central Mazani	Babol	Farsi	Vol_1	
his own voice, in his ears, was as dull and wearisome as everything else.	صدایش در گوش خود او مانند همه چیز طنین بی روح و ملالت انگیزی داشت.	شه ونه صدا ونه گوش دله صدایی بی روح و حصه سر ور داشته	Central Mazani	Babol	Farsi	Vol_1	
